age,female_ds002424,female_HBN,female_ABCD,female_QTAB,female_PING,female_ADHD200,female_PNC,female_ABIDE-II,female_ds000119,female_ABIDE-I,female_BRAINMINT,female_SLIM,female_QTIM,female_Beijing,female_AOMIC-PIOP2,female_ds000202,female_AOMIC-PIOP1,female_AOMIC-ID1000,female_CoRR,female_HCP,female_FCON1000,female_ds000171,female_TOP,female_SCZ-C,female_NIMH,female_NKI-RS,female_MPI-LEMON,female_ds003592,female_ds004302,female_ds000222,female_SALD,female_IXI,female_DLBS,female_Cam-CAN,female_StrokeMRI,female_PPMI,female_UKBB,female_Tao-Wu,female_ds000245,female_OASIS3,female_NEUROCON,female_MIRIAD,female_ds004392,female_AIBL,female_ADNI,male_ds002424,male_HBN,male_ABCD,male_QTAB,male_PING,male_ADHD200,male_PNC,male_ABIDE-II,male_ds000119,male_ABIDE-I,male_BRAINMINT,male_SLIM,male_QTIM,male_Beijing,male_AOMIC-PIOP2,male_ds000202,male_AOMIC-PIOP1,male_AOMIC-ID1000,male_CoRR,male_HCP,male_FCON1000,male_ds000171,male_TOP,male_SCZ-C,male_NIMH,male_NKI-RS,male_MPI-LEMON,male_ds003592,male_ds004302,male_ds000222,male_SALD,male_IXI,male_DLBS,male_Cam-CAN,male_StrokeMRI,male_PPMI,male_UKBB,male_Tao-Wu,male_ds000245,male_OASIS3,male_NEUROCON,male_MIRIAD,male_ds004392,male_AIBL,male_ADNI
10,0.0007894736842105263,0.012105263157894737,0.7407894736842106,0.7568421052631579,0.7663157894736842,0.775,0.7826315789473685,0.7907894736842105,0.7918421052631579,0.7939473684210526,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.7955263157894736,0.8005263157894736,0.8005263157894736,0.8005263157894736,0.8005263157894736,0.8005263157894736,0.8005263157894736,0.8005263157894736,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.8034210526315789,0.0044736842105263155,0.027105263157894736,0.8610526315789474,0.876578947368421,0.8868421052631579,0.901578947368421,0.91,0.9278947368421052,0.9281578947368421,0.945,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9460526315789474,0.9502631578947368,0.9502631578947368,0.9505263157894737,0.9505263157894737,0.9505263157894737,0.9505263157894737,0.9505263157894737,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684,0.9526315789473684
11,0.0013157894736842105,0.011578947368421053,0.3042105263157895,0.32421052631578945,0.33210526315789474,0.3402631578947368,0.34789473684210526,0.3518421052631579,0.3526315789473684,0.35605263157894734,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3568421052631579,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.36394736842105263,0.005526315789473684,0.029210526315789475,0.35342105263157897,0.3757894736842105,0.38605263157894737,0.4068421052631579,0.4126315789473684,0.43026315789473685,0.4313157894736842,0.44842105263157894,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.4618421052631579,0.4618421052631579,0.46210526315789474,0.46210526315789474,0.46210526315789474,0.46210526315789474,0.46210526315789474,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525,0.46789473684210525
12,0.0,0.0036842105263157894,0.2594736842105263,0.2768421052631579,0.2826315789473684,0.2894736842105263,0.29789473684210527,0.3,0.30078947368421055,0.30394736842105263,0.30736842105263157,0.30736842105263157,0.32,0.32,0.32,0.32,0.32,0.32,0.3307894736842105,0.3307894736842105,0.3307894736842105,0.3307894736842105,0.3307894736842105,0.3307894736842105,0.3307894736842105,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.33263157894736844,0.0,0.014473684210526316,0.32921052631578945,0.34921052631578947,0.35710526315789476,0.3676315789473684,0.3771052631578947,0.3910526315789474,0.39210526315789473,0.41342105263157897,0.4144736842105263,0.4144736842105263,0.42473684210526313,0.42473684210526313,0.42473684210526313,0.42473684210526313,0.42473684210526313,0.42473684210526313,0.43342105263157893,0.43342105263157893,0.4336842105263158,0.4336842105263158,0.4336842105263158,0.4336842105263158,0.4336842105263158,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053,0.4378947368421053
13,0.0,0.008684210526315789,0.03,0.046052631578947366,0.05368421052631579,0.057105263157894735,0.06578947368421052,0.06815789473684211,0.06947368421052631,0.07473684210526316,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.08105263157894736,0.09131578947368421,0.09131578947368421,0.09157894736842105,0.09157894736842105,0.09236842105263159,0.09236842105263159,0.09236842105263159,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.0,0.010789473684210526,0.03631578947368421,0.05078947368421052,0.06210526315789474,0.07684210526315789,0.0881578947368421,0.09552631578947368,0.09552631578947368,0.11105263157894738,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.11552631578947369,0.12236842105263158,0.12236842105263158,0.12289473684210526,0.12289473684210526,0.12394736842105263,0.12394736842105263,0.12394736842105263,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104,0.12657894736842104
14,0.0,0.00631578947368421,0.00631578947368421,0.015263157894736841,0.022105263157894735,0.02763157894736842,0.03657894736842105,0.03736842105263158,0.03763157894736842,0.04263157894736842,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.04894736842105263,0.056842105263157895,0.056842105263157895,0.056842105263157895,0.056842105263157895,0.05894736842105263,0.05947368421052632,0.05947368421052632,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.06263157894736843,0.0,0.010789473684210526,0.010789473684210526,0.01868421052631579,0.026578947368421053,0.035263157894736843,0.045526315789473686,0.05026315789473684,0.05052631578947368,0.06789473684210526,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07105263157894737,0.07894736842105263,0.07894736842105263,0.07973684210526316,0.07973684210526316,0.08131578947368422,0.08157894736842106,0.08157894736842106,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579,0.08368421052631579
15,0.0,0.005,0.005,0.009473684210526316,0.019736842105263157,0.023157894736842106,0.035,0.035526315789473684,0.035789473684210524,0.03710526315789474,0.04842105263157895,0.04842105263157895,0.049210526315789475,0.049210526315789475,0.049210526315789475,0.049210526315789475,0.049210526315789475,0.049210526315789475,0.056842105263157895,0.056842105263157895,0.057368421052631575,0.057368421052631575,0.06131578947368421,0.06131578947368421,0.06131578947368421,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.06473684210526316,0.0,0.007105263157894737,0.007105263157894737,0.01,0.01868421052631579,0.024473684210526314,0.03289473684210526,0.03710526315789474,0.037894736842105266,0.05078947368421052,0.05394736842105263,0.05394736842105263,0.05473684210526316,0.05473684210526316,0.05473684210526316,0.05473684210526316,0.05473684210526316,0.05473684210526316,0.060526315789473685,0.060526315789473685,0.06131578947368421,0.06131578947368421,0.06368421052631579,0.06394736842105263,0.06394736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263,0.06894736842105263
16,0.0,0.007105263157894737,0.007105263157894737,0.008157894736842105,0.014210526315789474,0.015789473684210527,0.028421052631578948,0.02973684210526316,0.030263157894736843,0.031842105263157894,0.045263157894736845,0.045263157894736845,0.06184210526315789,0.06184210526315789,0.06184210526315789,0.06184210526315789,0.06184210526315789,0.06184210526315789,0.065,0.065,0.06526315789473684,0.06526315789473684,0.07105263157894737,0.07131578947368421,0.07131578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0731578947368421,0.0,0.008157894736842105,0.008157894736842105,0.008157894736842105,0.016052631578947367,0.021052631578947368,0.031842105263157894,0.03394736842105263,0.034210526315789476,0.04657894736842105,0.05368421052631579,0.05368421052631579,0.06447368421052632,0.06447368421052632,0.06447368421052632,0.06447368421052632,0.06447368421052632,0.06447368421052632,0.06868421052631579,0.06868421052631579,0.06947368421052631,0.06947368421052631,0.07210526315789474,0.07289473684210526,0.07289473684210526,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105,0.07657894736842105
17,0.0,0.0036842105263157894,0.0036842105263157894,0.0036842105263157894,0.007631578947368421,0.011315789473684211,0.023421052631578947,0.02368421052631579,0.025,0.02631578947368421,0.04631578947368421,0.04657894736842105,0.04710526315789473,0.04710526315789473,0.04710526315789473,0.04710526315789473,0.04710526315789473,0.04710526315789473,0.05105263157894737,0.05105263157894737,0.05105263157894737,0.05105263157894737,0.05552631578947369,0.05578947368421053,0.05578947368421053,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.05763157894736842,0.0,0.0060526315789473685,0.0060526315789473685,0.0060526315789473685,0.012368421052631579,0.017631578947368422,0.02631578947368421,0.031578947368421054,0.03236842105263158,0.041578947368421056,0.049210526315789475,0.049736842105263156,0.049736842105263156,0.05,0.05,0.05,0.05,0.05,0.053157894736842105,0.053157894736842105,0.05368421052631579,0.05368421052631579,0.057368421052631575,0.0581578947368421,0.0581578947368421,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845,0.060263157894736845
18,0.0,0.0010526315789473684,0.0010526315789473684,0.0010526315789473684,0.008684210526315789,0.012105263157894737,0.025526315789473685,0.02631578947368421,0.027105263157894736,0.027894736842105264,0.05052631578947368,0.05973684210526316,0.0718421052631579,0.07289473684210526,0.07368421052631578,0.07447368421052632,0.075,0.075,0.09052631578947369,0.09052631578947369,0.09552631578947368,0.09605263157894736,0.1031578947368421,0.1036842105263158,0.10394736842105264,0.10526315789473684,0.10526315789473684,0.10605263157894737,0.10605263157894737,0.10605263157894737,0.10605263157894737,0.10605263157894737,0.10605263157894737,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.10657894736842105,0.0,0.002105263157894737,0.002105263157894737,0.002105263157894737,0.009210526315789473,0.012894736842105263,0.02131578947368421,0.026578947368421053,0.02736842105263158,0.031578947368421054,0.03763157894736842,0.04078947368421053,0.05078947368421052,0.0518421052631579,0.05263157894736842,0.05263157894736842,0.05394736842105263,0.05394736842105263,0.06657894736842106,0.06657894736842106,0.07078947368421053,0.07105263157894737,0.07763157894736843,0.08157894736842106,0.08157894736842106,0.08394736842105263,0.08394736842105263,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315,0.08473684210526315
19,0.0,0.0010526315789473684,0.0010526315789473684,0.0010526315789473684,0.011578947368421053,0.012368421052631579,0.022631578947368423,0.024210526315789474,0.024210526315789474,0.024736842105263158,0.04368421052631579,0.08842105263157894,0.09921052631578947,0.1031578947368421,0.10763157894736843,0.10973684210526316,0.1118421052631579,0.1118421052631579,0.13921052631578948,0.13921052631578948,0.15105263157894736,0.1518421052631579,0.16105263157894736,0.16342105263157894,0.16342105263157894,0.16447368421052633,0.16447368421052633,0.16789473684210526,0.16789473684210526,0.16789473684210526,0.16894736842105262,0.16921052631578948,0.16921052631578948,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.16973684210526316,0.0,0.002105263157894737,0.002105263157894737,0.002105263157894737,0.011315789473684211,0.012894736842105263,0.018947368421052633,0.025789473684210525,0.026842105263157896,0.03263157894736842,0.038684210526315786,0.06789473684210526,0.07789473684210527,0.08026315789473684,0.0818421052631579,0.0818421052631579,0.085,0.0863157894736842,0.11315789473684211,0.11315789473684211,0.12,0.12052631578947369,0.13026315789473683,0.135,0.135,0.13631578947368422,0.13631578947368422,0.1386842105263158,0.13894736842105262,0.13894736842105262,0.13894736842105262,0.13894736842105262,0.13894736842105262,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316,0.13973684210526316
20,0.0,0.0010526315789473684,0.0010526315789473684,0.0010526315789473684,0.011315789473684211,0.01368421052631579,0.01868421052631579,0.018947368421052633,0.020526315789473684,0.022105263157894735,0.034473684210526316,0.09263157894736843,0.12789473684210526,0.13473684210526315,0.1405263157894737,0.14605263157894738,0.14973684210526317,0.20342105263157895,0.24552631578947368,0.24552631578947368,0.2636842105263158,0.2636842105263158,0.2773684210526316,0.27921052631578946,0.27921052631578946,0.2818421052631579,0.2818421052631579,0.28578947368421054,0.2860526315789474,0.2860526315789474,0.2873684210526316,0.2876315789473684,0.28789473684210526,0.28789473684210526,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.28842105263157897,0.0,0.002105263157894737,0.002105263157894737,0.002105263157894737,0.011052631578947368,0.012368421052631579,0.016052631578947367,0.019736842105263157,0.02026315789473684,0.02631578947368421,0.031315789473684214,0.07684210526315789,0.09236842105263159,0.09578947368421052,0.10105263157894737,0.10105263157894737,0.10421052631578948,0.15842105263157893,0.1918421052631579,0.1918421052631579,0.2031578947368421,0.2031578947368421,0.21421052631578946,0.21894736842105264,0.21947368421052632,0.22078947368421054,0.22078947368421054,0.2236842105263158,0.22394736842105264,0.22394736842105264,0.22447368421052633,0.22552631578947369,0.22657894736842105,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158,0.22736842105263158
21,0.0,0.0005263157894736842,0.0005263157894736842,0.0005263157894736842,0.0007894736842105263,0.0013157894736842105,0.0034210526315789475,0.003947368421052632,0.003947368421052632,0.004736842105263158,0.006578947368421052,0.03105263157894737,0.05921052631578947,0.065,0.07052631578947369,0.07447368421052632,0.08,0.14026315789473684,0.16236842105263158,0.16236842105263158,0.17710526315789474,0.1773684210526316,0.18710526315789475,0.18973684210526315,0.19236842105263158,0.1957894736842105,0.1957894736842105,0.20157894736842105,0.2018421052631579,0.2026315789473684,0.20473684210526316,0.2055263157894737,0.20657894736842106,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.20710526315789474,0.0,0.0,0.0,0.0,0.0007894736842105263,0.0007894736842105263,0.002105263157894737,0.005526315789473684,0.005789473684210527,0.011052631578947368,0.012105263157894737,0.038157894736842106,0.06342105263157895,0.06736842105263158,0.07210526315789474,0.07210526315789474,0.07552631578947368,0.1281578947368421,0.14789473684210527,0.14789473684210527,0.1636842105263158,0.1636842105263158,0.17868421052631578,0.18289473684210528,0.18342105263157896,0.18526315789473685,0.18526315789473685,0.18947368421052632,0.18973684210526315,0.18973684210526315,0.19105263157894736,0.19131578947368422,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104,0.19157894736842104
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0002631578947368421,0.0010526315789473684,0.0018421052631578947,0.003157894736842105,0.006842105263157895,0.014736842105263158,0.03263157894736842,0.03605263157894737,0.04342105263157895,0.04684210526315789,0.05394736842105263,0.11157894736842106,0.1376315789473684,0.1423684210526316,0.15394736842105264,0.15421052631578946,0.16394736842105262,0.16789473684210526,0.1718421052631579,0.17421052631578948,0.18078947368421053,0.18394736842105264,0.18394736842105264,0.18473684210526317,0.18736842105263157,0.1886842105263158,0.18973684210526315,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.19026315789473683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004210526315789474,0.004210526315789474,0.010263157894736842,0.010789473684210526,0.020789473684210528,0.028421052631578948,0.03236842105263158,0.03605263157894737,0.03605263157894737,0.04052631578947368,0.08526315789473685,0.10631578947368421,0.11526315789473685,0.12368421052631579,0.12394736842105263,0.13842105263157894,0.14421052631578948,0.1463157894736842,0.15026315789473685,0.16447368421052633,0.16736842105263158,0.1676315789473684,0.1676315789473684,0.16921052631578948,0.1694736842105263,0.17,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684,0.17026315789473684
23,0.0,0.0,0.0,0.0,0.0,0.0002631578947368421,0.0002631578947368421,0.0013157894736842105,0.0013157894736842105,0.0013157894736842105,0.0028947368421052633,0.005,0.020526315789473684,0.02368421052631579,0.028684210526315788,0.031578947368421054,0.038421052631578946,0.10210526315789474,0.12157894736842105,0.1286842105263158,0.1394736842105263,0.13973684210526316,0.15210526315789474,0.15657894736842104,0.16210526315789472,0.16657894736842105,0.16657894736842105,0.1686842105263158,0.16894736842105262,0.17,0.1763157894736842,0.17710526315789474,0.17789473684210527,0.17842105263157895,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.17868421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013157894736842105,0.0013157894736842105,0.0060526315789473685,0.006578947368421052,0.008421052631578947,0.014736842105263158,0.016578947368421054,0.020526315789473684,0.020526315789473684,0.024473684210526314,0.08157894736842106,0.09526315789473684,0.105,0.11236842105263158,0.11236842105263158,0.12947368421052632,0.13578947368421052,0.13631578947368422,0.14210526315789473,0.14210526315789473,0.14342105263157895,0.14342105263157895,0.1436842105263158,0.1463157894736842,0.14789473684210527,0.14894736842105263,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317,0.14973684210526317
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007894736842105263,0.0007894736842105263,0.0013157894736842105,0.003157894736842105,0.005,0.025,0.02736842105263158,0.030263157894736843,0.031315789473684214,0.035,0.08657894736842105,0.09815789473684211,0.1018421052631579,0.10684210526315789,0.10736842105263159,0.11921052631578948,0.12210526315789473,0.12289473684210526,0.12473684210526316,0.12473684210526316,0.12631578947368421,0.12631578947368421,0.12710526315789475,0.13236842105263158,0.13447368421052633,0.13631578947368422,0.1376315789473684,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034210526315789475,0.0034210526315789475,0.005789473684210527,0.006578947368421052,0.008421052631578947,0.021842105263157895,0.023157894736842106,0.026578947368421053,0.026578947368421053,0.029473684210526315,0.07631578947368421,0.08605263157894737,0.09447368421052632,0.09815789473684211,0.09815789473684211,0.11026315789473684,0.1168421052631579,0.1181578947368421,0.11947368421052632,0.11947368421052632,0.12078947368421053,0.12105263157894737,0.12105263157894737,0.12447368421052632,0.12657894736842104,0.1268421052631579,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158,0.12736842105263158
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002631578947368421,0.0005263157894736842,0.0007894736842105263,0.0018421052631578947,0.0018421052631578947,0.014210526315789474,0.014736842105263158,0.016578947368421054,0.019210526315789473,0.020789473684210528,0.06657894736842106,0.07157894736842105,0.07763157894736843,0.08078947368421052,0.08105263157894736,0.09447368421052632,0.09842105263157895,0.1,0.10157894736842105,0.10157894736842105,0.10236842105263158,0.10236842105263158,0.10236842105263158,0.10526315789473684,0.10684210526315789,0.10710526315789473,0.10842105263157895,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.10868421052631579,0.0,0.0,0.0,0.0,0.0,0.0002631578947368421,0.0002631578947368421,0.0034210526315789475,0.0036842105263157894,0.005789473684210527,0.005789473684210527,0.007105263157894737,0.015,0.015789473684210527,0.017631578947368422,0.017631578947368422,0.018421052631578946,0.061052631578947365,0.0718421052631579,0.08394736842105263,0.08763157894736842,0.08789473684210526,0.09947368421052631,0.1031578947368421,0.10421052631578948,0.10605263157894737,0.10605263157894737,0.10710526315789473,0.10763157894736843,0.1081578947368421,0.11078947368421052,0.11263157894736842,0.11315789473684211,0.11368421052631579,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947,0.11421052631578947
26,0.0,0.0,0.0,0.0,0.0,0.0002631578947368421,0.0002631578947368421,0.0007894736842105263,0.0013157894736842105,0.0013157894736842105,0.0013157894736842105,0.0015789473684210526,0.016842105263157894,0.017631578947368422,0.017631578947368422,0.018157894736842106,0.01868421052631579,0.022631578947368423,0.032105263157894734,0.045,0.05078947368421052,0.05105263157894737,0.06368421052631579,0.06605263157894736,0.06763157894736842,0.07026315789473685,0.07026315789473685,0.07157894736842105,0.07157894736842105,0.07157894736842105,0.07342105263157894,0.075,0.07526315789473684,0.07657894736842105,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.07736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015789473684210526,0.0018421052631578947,0.0036842105263157894,0.0036842105263157894,0.004210526315789474,0.015526315789473685,0.015789473684210527,0.015789473684210527,0.015789473684210527,0.016052631578947367,0.02236842105263158,0.031578947368421054,0.042368421052631576,0.04447368421052632,0.04473684210526316,0.060263157894736845,0.06473684210526316,0.06578947368421052,0.06815789473684211,0.06815789473684211,0.06921052631578947,0.06947368421052631,0.07052631578947369,0.07105263157894737,0.0718421052631579,0.07236842105263158,0.0731578947368421,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894,0.07342105263157894
