age,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.08333333333333333,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.0,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555
14,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.0,0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555
15,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.027777777777777776,0.0,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.1388888888888889,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.0,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.0,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.0,0.05555555555555555,0.027777777777777776,0.0,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776
16,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.0,0.1388888888888889,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.027777777777777776,0.05555555555555555,0.0,0.05555555555555555,0.0
17,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.0,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.0,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.0,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.08333333333333333
18,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.027777777777777776,0.16666666666666666,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.2777777777777778,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.0,0.16666666666666666,0.027777777777777776,0.08333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.0,0.08333333333333333,0.027777777777777776,0.1388888888888889,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.027777777777777776,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.027777777777777776
19,0.19444444444444445,0.1111111111111111,0.25,0.1388888888888889,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.0,0.1388888888888889,0.2777777777777778,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.027777777777777776,0.2222222222222222,0.1388888888888889,0.1388888888888889,0.3055555555555556,0.16666666666666666,0.1388888888888889,0.2222222222222222,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.1388888888888889,0.19444444444444445,0.25,0.25,0.2222222222222222,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.1388888888888889,0.25,0.25,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.25,0.16666666666666666,0.027777777777777776,0.2222222222222222,0.1111111111111111,0.19444444444444445,0.1388888888888889,0.2222222222222222,0.1388888888888889,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.08333333333333333,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.1388888888888889,0.08333333333333333,0.2222222222222222,0.2777777777777778,0.19444444444444445,0.1111111111111111,0.027777777777777776,0.19444444444444445,0.3333333333333333,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.1388888888888889,0.19444444444444445,0.2222222222222222,0.19444444444444445,0.16666666666666666,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.3333333333333333,0.1388888888888889,0.2222222222222222,0.1388888888888889,0.1111111111111111,0.2222222222222222,0.19444444444444445,0.1388888888888889,0.25,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.1111111111111111,0.25
20,0.19444444444444445,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.25,0.027777777777777776,0.1388888888888889,0.2777777777777778,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.19444444444444445,0.19444444444444445,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.08333333333333333,0.1111111111111111,0.19444444444444445,0.25,0.25,0.25,0.19444444444444445,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.3611111111111111,0.05555555555555555,0.19444444444444445,0.1388888888888889,0.19444444444444445,0.25,0.16666666666666666,0.08333333333333333,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.3055555555555556,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.3055555555555556,0.2222222222222222,0.16666666666666666,0.19444444444444445,0.19444444444444445,0.16666666666666666,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.19444444444444445,0.2777777777777778,0.2222222222222222,0.19444444444444445,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.19444444444444445,0.05555555555555555,0.16666666666666666,0.25,0.2777777777777778,0.25,0.25,0.19444444444444445,0.19444444444444445,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.1388888888888889,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.25,0.08333333333333333,0.2777777777777778,0.1388888888888889,0.25,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.2222222222222222
21,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.19444444444444445,0.1388888888888889,0.19444444444444445,0.1388888888888889,0.25,0.16666666666666666,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.1111111111111111,0.1388888888888889,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.3333333333333333,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.1388888888888889,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.05555555555555555,0.05555555555555555,0.19444444444444445,0.2222222222222222,0.1388888888888889,0.05555555555555555,0.2222222222222222,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.19444444444444445,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.16666666666666666
