source,author,year,sample,diagnosis,modality,method,accuracy
wolfers,borgwardt,2012,45,SCZ,sMRI,ML,86.7
wolfers,du,2012,56,SCZ,rsfMRI,ML,93.0
wolfers,venkataraman,2012,36,SCZ,sMRI/rsfMRI,ML,75.0
wolfers,nieuwenhuis,2012,516,SCZ,sMRI,ML,70.9
wolfers,liu,2012,46,SCZ,rsfMRI,ML,80.4
wolfers,hu,2013,20,SCZ,rsfMRI,ML,77.5
wolfers,zhu,2014,20,SCZ,sMRI/dMRI,ML,100.0
wolfers,schnack,2014,132,SCZ,sMRI,ML,75.5
wolfers,mueller,2015,68,SCZ,rsfMRI,ML,74.0
bardeci,oh,2019,28,SCZ,EEG,DL,81.0
bardeci,phang,2020,84,SCZ,EEG,DL,92.0
bardeci,shalbaf,2020,28,SCZ,EEG,DL,99.0
rashid,bleich,2014,53,SCZ,tfMRI,ML,83.0
rashid,arribas,2010,60,SCZ,tfMRI,ML,86.0
rashid,du,2012,56,SCZ,tfMRI,ML,95.5
rashid,cetin,2015,55,SCZ,tfMRI,ML,72.0
rashid,yu,2013,71,SCZ,rsfMRI,ML,62.0
rashid,venkataraman,2012,36,SCZ,rsfMRI,ML,75.0
rashid,anticevic,2013,180,SCZ,rsfMRI,ML,73.9
rashid,nieuwenhuls,2012,516,SCZ,sMRI,ML,71.0
rashid,karageorglou,2011,75,SCZ,sMRI,ML,72.0
rashid,ingalhallkar,2012,52,SCZ,sMRI,ML,78.0
rashid,pouyan,2015,20,SCZ,rsfMRI,ML,100.0
rashid,lee,2018,70,SCZ,sMRI/dMRI,ML,88.55
rashid,pergola,2017,400,SCZ,sMRI,ML,78.0
rashid,yiu,2018,79,SCZ,rsfMRI,ML,89.87
rashid,winterburn,2017,449,SCZ,sMRI,ML,73.5
rashid,kottaram,2018,82,SCZ,rsfMRI,ML,91.0
rashid,dagnew,2017,40,SCZ,sMRI,ML,74.0
rashid,tas,2018,46,SCZ,sMRI,ML,78.26
rashid,liu,2017,76,SCZ,sMRI,ML,88.72
rashid,pavol,2018,154,SCZ,dMRI,ML,62.34
rashid,zhu,2018,45,SCZ,rsfMRI,ML,95.56
rashid,cao,2018,72,SCZ,rsfMRI,ML,95.56
rashid,gheiratmand,2017,380,SCZ,tfMRI,ML,74.0
rashid,guo,2016,181,SCZ,sMRI,ML,96.3
rashid,cabral,2016,145,SCZ,rsfMRI/sMRI,ML,75.0
rashid,rozycki,2017,941,SCZ,sMRI,ML,76.0
