source,author,year,sample,diagnosis,modality,method,accuracy
fahti,khvostik,2018,531,DEM,sMRI/DTI,DL,93.3
fahti,mehmoo,2021,300,DEM,sMRI,DL,98.73
fahti,li,2021,807,DEM,sMRI,DL,85.9
fahti,sun,2021,959,DEM,PET,DL,90.1
fahti,basheera,2021,377,DEM,sMRI,DL,98.0
fahti,kumar,2021,600,DEM,sMRI,DL,92.0
fahti,naz,2021,379,DEM,sMRI,DL,98.89
fahti,helaly,2021,300,DEM,sMRI,DL,97.23
fahti,sethi,2021,365,DEM,sMRI,DL,92.56
fahti,song,2021,381,DEM,sMRI,DL,94.11
fahti,kamada,2021,360,DEM,sMRI,DL,92.3
fahti,kamada,2021,195,DEM,PET,DL,98.7
fahti,guan,2022,1340,DEM,sMRI,DL,90.7
fahti,zhang,2022,496,DEM,sMRI,DL,88.3
fahti,hu,2022,639,DEM,sMRI,DL,99.62
fahti,liu,2022,520,DEM,sMRI,DL,98.96
ebramhimighahnavieh,suk,2013,202,DEM,Multimodal,DL,95.9
ebramhimighahnavieh,gupta,2013,755,DEM,sMRI,DL,94.74
ebramhimighahnavieh,li,2014,202,DEM,sMRI/PET,DL,91.4
ebramhimighahnavieh,payan,2015,2265,DEM,sMRI,DL,95.39
ebramhimighahnavieh,suk,2015,202,DEM,Multimodal,DL,98.8
ebramhimighahnavieh,chen,2015,338,DEM,sMRI,DL,88.98
ebramhimighahnavieh,li,2015,202,DEM,Multimodal,DL,91.4
ebramhimighahnavieh,hosseini,2016,210,DEM,sMRI,DL,97.6
ebramhimighahnavieh,billones,2016,900,DEM,sMRI,DL,98.33
ebramhimighahnavieh,sarraf,2016,302,DEM,sMRI,DL,98.84
ebramhimighahnavieh,sarraf,2016,43,DEM,fMRI,DL,96.86
ebramhimighahnavieh,sarraf,2016,302,DEM,sMRI/fMRI,DL,100.0
ebramhimighahnavieh,zheng,2016,103,DEM,sMRI/PET,DL,97.27
ebramhimighahnavieh,bhatkoti,2016,150,DEM,Multimodal,DL,83.14
ebramhimighahnavieh,suk,2016,805,DEM,sMRI,DL,91.02
ebramhimighahnavieh,shakeri,2016,560,DEM,sMRI,DL,84.0
ebramhimighahnavieh,suk,2016,202,DEM,Multimodal,DL,95.09
ebramhimighahnavieh,aderghal,2017,815,DEM,sMRI,DL,82.2
ebramhimighahnavieh,cheng,2017,339,DEM,PET,DL,91.19
ebramhimighahnavieh,korolev,2017,231,DEM,sMRI,DL,88.0
ebramhimighahnavieh,valliani,2017,660,DEM,sMRI,DL,81.3
ebramhimighahnavieh,hon,2017,416,DEM,sMRI,DL,96.25
ebramhimighahnavieh,karwath,2017,2630,DEM,PET,DL,91.6
ebramhimighahnavieh,ortiz,2017,138,DEM,sMRI,DL,94.0
ebramhimighahnavieh,li,2017,832,DEM,sMRI,DL,91.7
ebramhimighahnavieh,cheng,2017,193,DEM,sMRI/PET,DL,89.64
ebramhimighahnavieh,vu,2017,317,DEM,sMRI/PET,DL,91.14
ebramhimighahnavieh,majumdar,2017,202,DEM,Multimodal,DL,95.4
ebramhimighahnavieh,faturrahman,2017,98,DEM,sMRI,DL,91.76
ebramhimighahnavieh,jha,2017,95,DEM,sMRI,DL,91.6
ebramhimighahnavieh,shi,2017,338,DEM,sMRI,DL,91.95
ebramhimighahnavieh,collazos,2017,694,DEM,sMRI,DL,93.2
ebramhimighahnavieh,cheng,2017,428,DEM,sMRI,DL,87.15
ebramhimighahnavieh,karasawa,2018,1728,DEM,sMRI,DL,94.0
ebramhimighahnavieh,senanayake,2018,515,DEM,Multimodal,DL,79.0
ebramhimighahnavieh,liu,2018,856,DEM,sMRI,DL,90.56
ebramhimighahnavieh,gao,2018,415,DEM,sMRI,DL,89.5
ebramhimighahnavieh,aderghal,2018,815,DEM,MRI/DTI,DL,92.5
ebramhimighahnavieh,backstrom,2018,340,DEM,sMRI,DL,98.37
ebramhimighahnavieh,cui,2018,428,DEM,sMRI,DL,89.69
ebramhimighahnavieh,lu,2018,1051,DEM,PET,DL,93.58
ebramhimighahnavieh,choi,2018,492,DEM,PET,DL,96.0
ebramhimighahnavieh,wang,2018,196,DEM,sMRI,DL,97.65
ebramhimighahnavieh,wegmayr,2018,1790,DEM,sMRI,DL,75.0
ebramhimighahnavieh,punjabi,2018,723,DEM,sMRI/PET,DL,94.0
ebramhimighahnavieh,taqi,2018,500,DEM,sMRI,DL,100.0
ebramhimighahnavieh,chen,2018,764,DEM,sMRI,DL,93.9
ebramhimighahnavieh,kim,2018,202,DEM,Multimodal,DL,97.12
ebramhimighahnavieh,yang,2018,103,DEM,sMRI,DL,79.4
ebramhimighahnavieh,khvostikov,2018,531,DEM,sMRI/DTI,DL,93.3
ebramhimighahnavieh,tang,2018,321,DEM,sMRI,DL,96.81
ebramhimighahnavieh,spasov,2018,376,DEM,Multimodal,DL,99.0
ebramhimighahnavieh,islam,2018,1726,DEM,sMRI,DL,94.97
ebramhimighahnavieh,rieke,2018,969,DEM,sMRI,DL,77.0
ebramhimighahnavieh,lian,2018,1457,DEM,sMRI,DL,90.0
ebramhimighahnavieh,qiao,2018,68,DEM,fMRI,DL,95.59
ebramhimighahnavieh,spasov,2019,785,DEM,Multimodal,DL,100.0
ebramhimighahnavieh,wamg,2019,833,DEM,sMRI,DL,98.83
