,x,y
71,1.1843965844140165,1.077915752066878
72,0.6641327329009119,1.3207490899872758
73,0.9242646586574642,1.551794401795033
74,1.1843965844140165,1.2959942351507305
75,0.19589526653911776,-0.05255595213536252
76,-0.7405796661844705,-0.5500106540887989
77,-0.45443454785226295,0.0016689679827845741
78,-0.9226720142140571,-0.9295850949158285
79,-0.4804477404279182,-0.6867517569954307
80,-0.3243685849739868,-0.812883636400686
81,-0.19430262209571067,-0.5559046671451192
82,-0.6365268958818496,-0.9590551601974302
83,-0.42842135527660774,-1.0344985273183305
84,1.8347263988053972,1.323106695209804
85,1.1843965844140165,0.8185791775887832
86,1.0543306215357404,1.1910808027482285
87,0.8462250809304985,1.2547361437564881
88,1.1843965844140165,0.9423534517715102
89,2.4330298280454676,2.3274465200067893
90,1.1843965844140165,1.7521908457099244
91,1.3925021250192584,1.6331317819722537
92,1.1843965844140165,1.4846026529529812
93,2.8752541018316062,2.0716463533624867
94,3.135386027588159,2.3262677173955253
95,1.8347263988053972,0.9942207666671292
96,0.013802918509531165,0.16905893878228212
97,-0.11626304436874499,0.3541309487507407
98,-0.11626304436874499,-0.038410320800193715
99,-0.42842135527660774,0.0511786776558754
100,-0.24632900724702114,-0.08674122786202047
101,-1.5209754434541274,-1.2113189190079405
102,1.1843965844140165,2.3804926375136723
103,1.6266208582001553,2.2732215998886423
104,1.7046604359271211,1.9761633418500972
105,1.9647923616836733,1.7934489371041669
106,-0.11626304436874499,-0.2223035281573882
107,-0.42842135527660774,-0.8234928599020626
108,-0.8446324364870914,-0.6796789413278463
109,-0.2723421998226764,-0.7056125987756557
110,-0.37639497012529727,-1.006207264647993
111,-0.5064609330035734,-0.7869499789528764
112,0.06582930366084162,-0.5959839559280975
113,-0.37639497012529727,-0.8399960964597595
114,1.0543306215357404,1.3018882482070508
115,3.2654519904664348,1.532933560014808
116,-1.4429358657271618,-1.3091595357428583
117,-0.7665928587601257,-0.9661279758650146
118,-0.35038177754964206,-0.4663156686890501
119,0.19589526653911776,-0.1291781218675269
120,1.1843965844140165,0.49676606471369283
121,0.14386888138780732,-0.37436906501045286
122,0.45602719229567007,-0.201085081154635
123,1.9647923616836733,0.8091487566986707
124,-0.24632900724702114,0.14666168916826486
125,-0.11626304436874499,-0.09027763569581267
126,-0.11626304436874499,0.4225015002040566
127,-0.9746983993653676,-1.2113189190079405
128,-0.6365268958818496,-0.620738810764643
129,-1.026724784516678,-1.3457024166920444
130,-0.7665928587601257,-0.5134677731396128
131,-0.11626304436874499,0.9470686622165665
132,0.14386888138780732,0.7714270731382205
133,0.013802918509531165,0.7490298235242032
134,0.9242646586574642,1.3714376022716308
135,1.1843965844140165,2.0292094593569803
136,1.1843965844140165,1.7439392274310759
137,0.9242646586574642,1.957302500069872
138,1.1843965844140165,1.5081787051782625
139,-0.5584873181548838,-0.8942210165779065
140,-0.9746983993653676,-1.1959944850615079
141,-0.68855328103316,-0.7987380050655171
142,-1.364896288000196,-1.5661385049984249
143,-1.1307775548192989,-1.1488423806109451
144,-0.7665928587601257,-1.005028462036729
145,-0.7665928587601257,-1.025068106428218
146,-0.7665928587601257,-0.8623933460737767
147,-0.19430262209571067,-0.5759443115366084
148,-0.2983553923983316,-0.691466967440487
149,-0.9746983993653676,-1.1523787884447372
150,-0.24632900724702114,0.3376277121930437
151,0.013802918509531165,0.5674942213895369
152,-0.8446324364870914,0.535666550885407
153,-0.8446324364870914,0.21267463539905263
154,1.7046604359271211,1.9926665784077942
155,1.0543306215357404,1.723899583039587
156,1.1843965844140165,1.7922701344929028
157,1.132370199262706,1.9796997496838895
158,0.14386888138780732,1.095597791235839
159,0.013802918509531165,1.0838097651231984
160,0.14386888138780732,0.8869497290420991
161,-0.24632900724702114,0.9517838726616228
162,0.14386888138780732,0.0723971246586286
163,0.14386888138780732,0.2869391999086888
164,0.6381195403252566,0.22564146412295735
165,-0.7665928587601257,-0.9508035419185817
166,-0.5584873181548838,-0.3991239198469983
167,-0.11626304436874499,-0.07495320174937979
168,-0.68855328103316,-0.45452764257640943
169,-0.2203158146713659,-0.32485935533736204
170,-0.8706456290627467,-0.8895058061328502
171,-0.19430262209571067,-0.5099313653058206
172,-0.19430262209571067,0.00756298103910491
173,-0.8966588216384018,-1.2266433529543734
174,-0.37639497012529727,0.2751511737960482
175,-0.24632900724702114,-0.3342897762274746
176,-0.42842135527660774,-0.024264689465024906
177,-0.16828942952005543,-0.038410320800193715
178,0.27393484426608344,-0.36140223628654816
179,-1.3388830954245408,-1.3940333237538711
180,-0.4804477404279182,-0.6054143768182101
181,-0.6105137033061944,-0.8930422139666425
182,-0.3243685849739868,-0.4781036948016908
183,-0.6625400884575048,-0.8517841225724001
184,-0.5584873181548838,-0.9142606609693957
185,0.9242646586574642,1.4586689955051717
186,1.1843965844140165,1.42919893022357
187,0.4040008071443596,1.1604319348553627
188,1.236422969565327,1.4586689955051717
189,-0.11626304436874499,0.30108483124385765
190,0.013802918509531165,0.4425411445955457
191,-0.6105137033061944,0.040569454154498794
192,-0.37639497012529727,0.12662204477677572
193,-1.364896288000196,-1.111120697050495
194,-1.1567907473949541,-0.9590551601974302
195,-0.8966588216384018,-1.2266433529543734
196,-1.3388830954245408,-1.3940333237538711
197,-0.11626304436874499,0.7938243227522378
198,-0.68855328103316,0.7030565216849046
199,0.14386888138780732,0.7867515070846534
200,-0.24632900724702114,0.253932726793295
201,-0.8706456290627467,-1.358669245415949
202,-0.8966588216384018,-1.164166814557378
203,-0.7665928587601257,-0.9696643836988068
204,-0.8446324364870914,-0.48635531308053925
205,-0.06423665921743453,0.20324421450894006
206,1.1843965844140165,1.1344982774075532
207,-0.42842135527660774,0.34470052786062816
208,0.09184249623649686,-0.05609235996915472
209,0.4040008071443596,0.9930419640558651
210,1.9647923616836733,1.6531714263637427
211,1.0543306215357404,1.270060577702921
212,0.6641327329009119,1.0519820946190686
213,1.1843965844140165,0.9164197943237008
214,-0.9486852067897124,-1.0993326709378541
215,-0.6365268958818496,-0.9696643836988068
216,-1.2088171325462647,-1.358669245415949
217,-0.2203158146713659,-0.7987380050655171
218,-0.8966588216384018,-1.217212932064261
219,1.0543306215357404,1.0637701207317092
220,0.14386888138780732,1.2759545907592413
221,1.0543306215357404,1.3702587996603666
222,0.6641327329009119,1.5529732044062972
223,0.14386888138780732,0.639401180676645
224,0.013802918509531165,0.5274149326065586
225,-0.11626304436874499,0.7690694679156924
226,-0.16828942952005543,0.6452951937329653
227,1.9647923616836733,1.464563008561492
228,1.7046604359271211,1.3997288649419684
229,2.2249242874402255,1.588337282744219
230,1.1583833918383613,1.6001253088568599
231,-0.68855328103316,-1.2231069451205814
232,-0.42842135527660774,-0.2800648561093275
233,-0.7665928587601257,-0.8399960964597595
234,-0.40240816270095253,-0.26238281694036647
235,-1.0787511696679886,-1.0922598552702698
236,-0.5584873181548838,-1.0639685925999323
237,-0.9746983993653676,-1.1700608276136983
238,-0.68855328103316,-0.9284062923045645
239,-0.19430262209571067,-0.19165466026452246
240,0.14386888138780732,-0.4450972216862969
241,0.14386888138780732,-0.30364090833460883
242,-1.4689490583028169,-1.1700608276136983
243,-1.0007115919410228,-1.3881393106975508
244,-1.364896288000196,-1.1700608276136983
245,-0.8966588216384018,-1.0698626056562526
246,-1.1567907473949541,-1.3881393106975508
247,0.14386888138780732,0.45668677593071455
248,0.9242646586574642,0.8928437420984194
249,0.898251466081809,0.6983413112398483
250,0.013802918509531165,0.657083219845606
251,-0.24632900724702114,0.2091382275652604
252,-0.5064609330035734,-0.014834268574912367
253,-0.42842135527660774,-0.30364090833460883
254,-0.11626304436874499,0.5333089456628789
255,-0.37639497012529727,0.2739723711847841
256,0.013802918509531165,0.47436881509967554
257,-0.5064609330035734,0.1089400056078147
258,0.14386888138780732,0.7572814418030517
259,0.4040008071443596,0.5097328934375975
260,1.0543306215357404,0.5274149326065586
261,1.574594473048845,0.55099098483184
262,0.898251466081809,0.26807835812846376
263,0.9242646586574642,1.2995306429845226
264,-0.9486852067897124,-0.9696643836988068
265,-0.24632900724702114,-0.4922493261368596
266,-0.19430262209571067,-0.7987380050655171
267,-0.7665928587601257,-0.8812541878540018
268,-0.24632900724702114,-0.5452954436437426
269,0.013802918509531165,-0.27417084305300715
270,-0.5064609330035734,-0.14450255581395977
271,-0.19430262209571067,-0.67496373088279
272,-0.038223466641779294,-0.17397262109556144
273,0.5340667700226358,0.1914561883962994
274,0.27393484426608344,-0.2152307124898038
275,0.7421723106278776,0.5097328934375975
276,-0.8706456290627467,-1.164166814557378
277,-0.9486852067897124,-0.9932404359240882
278,0.27393484426608344,0.3152304625790265
279,-0.5064609330035734,0.014635796706689314
280,-0.42842135527660774,-0.10324446441971741
281,-0.37639497012529727,0.3388065148043078
282,0.14386888138780732,0.4507927628743942
283,0.6641327329009119,1.0166180162811465
284,0.6381195403252566,0.8810557159857787
285,0.8722382735061538,1.1521803165765143
286,0.7941986957791881,1.0048299901685058
287,1.3144625472922926,1.6295953741384614
288,0.9762910438087746,1.2688817750916568
289,0.5340667700226358,0.7395994026340906
290,1.1843965844140165,1.1344982774075532
291,-0.8706456290627467,-1.2407889842895423
292,-1.026724784516678,-1.181848853726339
293,-0.6365268958818496,-1.252577010402183
294,-0.6365268958818496,-0.36258103889781224
295,-0.7145664736088153,0.6511892067892856
296,0.5340667700226358,1.0873461729569904
297,-0.8706456290627467,0.25039631895950276
298,-0.37639497012529727,0.5215209195502383
299,-0.8966588216384018,-0.9166182661919238
300,-0.8966588216384018,-0.9755583967551272
301,-1.026724784516678,-1.128802736219456
302,-0.9226720142140571,-0.9991344489804085
303,-0.37639497012529727,-0.36258103889781224
304,0.27393484426608344,-0.45099123474261726
305,0.27393484426608344,-0.3272169605598902
306,-0.37639497012529727,-0.49696453658191586
307,-0.7405796661844705,-0.9826312124227116
308,-1.1567907473949541,-1.1901004720051875
309,-0.8966588216384018,-1.0109224750930492
310,-1.026724784516678,-1.12998153883072
311,-0.37639497012529727,-0.35315061800769965
312,-0.42842135527660774,-0.12682051664499877
313,-0.37639497012529727,0.02996023065312219
314,-0.37639497012529727,0.4755476177109396
315,-0.68855328103316,-0.9307638975270927
316,-0.37639497012529727,-0.31425013183598544
317,-0.7665928587601257,-0.5134677731396128
318,-0.3243685849739868,-0.6407784551561321
319,-0.7665928587601257,-0.8399960964597595
320,-1.026724784516678,-1.0227105012056898
321,0.013802918509531165,-0.20933669943348346
322,-1.026724784516678,-1.0227105012056898
323,-1.4689490583028169,-1.0521805664872916
324,-1.4689490583028169,-0.7574799136712748
325,-0.9746983993653676,-0.032516307743873374
326,-0.9746983993653676,0.3211244756353468
327,-0.9746983993653676,-1.3291991801343475
328,-0.9746983993653676,-0.9814524098114475
329,-1.1047643622436438,-1.3350931931906678
330,0.7161591180522223,-0.07966841219443607
331,-0.11626304436874499,-0.657281691713829
332,-0.42842135527660774,-0.5629774828127037
333,-0.8446324364870914,-0.8105260311781578
334,-0.5324741255792287,-0.5747655089253443
335,-0.5324741255792287,-0.40383913029205454
336,-0.3243685849739868,-0.4215211694610156
337,0.14386888138780732,-0.2977468952782885
338,-0.5324741255792287,-0.6985397831080714
339,-1.2088171325462647,-1.4411854282044338
340,-1.0527379770923333,-1.2997291148527457
341,-1.1567907473949541,-1.4352914151481133
342,-0.9746983993653676,-1.0757566187125729
343,-1.026724784516678,-1.181848853726339
344,-1.1047643622436438,-1.0934386578815338
345,-0.9486852067897124,-1.1700608276136983
346,-1.0787511696679886,-0.8989362270229628
347,-1.026724784516678,-1.0993326709378541
348,-1.026724784516678,-0.7044337961643917
349,-0.792606051335781,-0.9284062923045645
350,-0.7665928587601257,-0.9048302400792831
351,-0.7665928587601257,-0.7397978745023137
352,-0.11626304436874499,-0.4274151825173359
353,-0.792606051335781,-0.40383913029205454
354,-0.6365268958818496,0.29754842341006543
355,-0.7405796661844705,0.21503224062158074
356,0.2999480368417387,-0.09145643830707674
357,0.4040008071443596,-0.05609235996915472
358,0.14386888138780732,0.5156269064939178
359,0.013802918509531165,0.8810557159857787
360,-0.42842135527660774,0.09715197949517403
361,-0.5064609330035734,0.5745670370571213
362,-0.42842135527660774,-0.4392032086299766
363,-0.42842135527660774,-0.3979451172357342
364,-0.42842135527660774,-0.6867517569954307
365,-0.5064609330035734,-0.4745672869678986
366,-0.5324741255792287,-0.533507417531102
367,-0.37639497012529727,-0.28595886916564783
368,-0.3243685849739868,-0.13271452970131908
369,-0.792606051335781,-1.1759548406700187
370,-0.9486852067897124,-1.1229087231631356
371,-0.9486852067897124,-1.1877428667826593
372,-1.0787511696679886,-1.005028462036729
373,-0.8966588216384018,-1.005028462036729
374,-0.42842135527660774,-0.9637703706424865
375,-0.7665928587601257,-0.9107242531356035
376,-0.8966588216384018,-0.8635721486850408
377,-0.9746983993653676,-1.1936368798389796
378,-0.9746983993653676,-1.1936368798389796
379,-0.9746983993653676,-1.1582728015010577
380,0.14386888138780732,-0.038410320800193715
381,-0.5064609330035734,0.044105861988290994
382,-0.3243685849739868,-0.46277926085525795
383,0.19589526653911776,-0.1680786080392411
384,-0.2203158146713659,-0.36847505195413255
385,-0.5324741255792287,-0.7162218222770323
386,-0.37639497012529727,-0.032516307743873374
387,-0.4804477404279182,-0.22112472554612414
388,-1.364896288000196,-0.9991344489804085
389,-0.5324741255792287,-0.8046320181218375
390,-0.6625400884575048,-0.4156271564046952
391,-0.5845005107305391,-0.30364090833460883
