source,author,year,sample,diagnosis,modality,method,accuracy
fahti,li,2021,807,AD/HC,sMRI,DL,85.9
fahti,sun,2021,959,AD/HC,PET,DL,90.1
fahti,basheera,2021,377,AD/HC,sMRI,DL,98.0
fahti,kumar,2021,600,AD/HC,sMRI,DL,92.0
fahti,naz,2021,379,AD/HC,sMRI,DL,98.89
fahti,zhang,2021,1461,AD/HC,sMRI,DL,95.2
fahti,helaly,2021,300,AD/HC,sMRI,DL,97.23
fahti,sethi,2021,365,AD/HC,sMRI,DL,92.56
fahti,song,2021,381,AD/HC,sMRI,DL,94.11
fahti,kamada,2021,360,AD/HC,sMRI,DL,92.3
fahti,kamada,2021,195,AD/HC,PET,DL,98.7
fahti,guan,2022,1340,AD/HC,sMRI,DL,90.7
fahti,zhang,2022,496,AD/HC,sMRI,DL,88.3
fahti,hu,2022,639,AD/HC,sMRI,DL,99.62
fahti,liu,2022,520,AD/HC,sMRI,DL,98.96
ebramhimighahnavieh,suk,2013,202,AD/HC,Multimodal,DL,95.9
ebramhimighahnavieh,gupta,2013,755,AD/HC,sMRI,DL,94.74
ebramhimighahnavieh,liu,2014,311,AD/HC,sMRI/PET,DL,87.76
ebramhimighahnavieh,suk,2014,398,AD/HC,sMRI/PET,DL,95.35
ebramhimighahnavieh,li,2014,202,AD/HC,sMRI/PET,DL,91.4
ebramhimighahnavieh,payan,2015,2265,AD/HC,sMRI,DL,95.39
ebramhimighahnavieh,liu,2015,311,AD/HC,sMRI/PET,DL,91.4
ebramhimighahnavieh,suk,2015,202,AD/HC,Multimodal,DL,98.8
ebramhimighahnavieh,liu,2015,311,AD/HC,sMRI/PET,DL,90.11
ebramhimighahnavieh,chen,2015,338,AD/HC,sMRI,DL,88.98
ebramhimighahnavieh,li,2015,202,AD/HC,Multimodal,DL,91.4
ebramhimighahnavieh,hosseini,2016,210,AD/HC,sMRI,DL,97.6
ebramhimighahnavieh,billones,2016,900,AD/HC,sMRI,DL,98.33
ebramhimighahnavieh,sarraf,2016,302,AD/HC,sMRI,DL,98.84
ebramhimighahnavieh,sarraf,2016,43,AD/HC,fMRI,DL,96.86
ebramhimighahnavieh,sarraf,2016,43,AD/HC,fMRI,DL,96.86
ebramhimighahnavieh,sarraf,2016,302,AD/HC,sMRI/fMRI,DL,100.0
ebramhimighahnavieh,zheng,2016,103,AD/HC,sMRI/PET,DL,97.27
ebramhimighahnavieh,bhatkoti,2016,150,AD/HC,Multimodal,DL,83.14
ebramhimighahnavieh,hosseini,2016,240,AD/HC,sMRI,DL,99.3
ebramhimighahnavieh,ortiz,2016,275,AD/HC,sMRI/PET,DL,90.0
ebramhimighahnavieh,suk,2016,805,AD/HC,sMRI,DL,91.02
ebramhimighahnavieh,shakeri,2016,560,AD/HC,sMRI,DL,84.0
ebramhimighahnavieh,suk,2016,202,AD/HC,Multimodal,DL,95.09
ebramhimighahnavieh,aderghal,2017,815,AD/HC,sMRI,DL,82.2
ebramhimighahnavieh,cheng,2017,339,AD/HC,PET,DL,91.19
ebramhimighahnavieh,cheng,2017,193,AD/HC,PET,DL,92.2
ebramhimighahnavieh,aderghal,2017,815,AD/HC,sMRI,DL,91.41
ebramhimighahnavieh,korolev,2017,231,AD/HC,sMRI,DL,88.0
ebramhimighahnavieh,valliani,2017,660,AD/HC,sMRI,DL,81.3
ebramhimighahnavieh,hon,2017,416,AD/HC,sMRI,DL,96.25
ebramhimighahnavieh,karwath,2017,2630,AD/HC,PET,DL,91.6
ebramhimighahnavieh,ortiz,2017,138,AD/HC,sMRI,DL,94.0
ebramhimighahnavieh,li,2017,832,AD/HC,sMRI,DL,91.7
ebramhimighahnavieh,li,2017,428,AD/HC,sMRI,DL,88.31
ebramhimighahnavieh,cheng,2017,193,AD/HC,sMRI/PET,DL,89.64
ebramhimighahnavieh,vu,2017,317,AD/HC,sMRI/PET,DL,91.14
ebramhimighahnavieh,majumdar,2017,202,AD/HC,Multimodal,DL,95.4
ebramhimighahnavieh,faturrahman,2017,98,AD/HC,sMRI,DL,91.76
ebramhimighahnavieh,jha,2017,95,AD/HC,sMRI,DL,91.6
ebramhimighahnavieh,suk,2017,805,AD/HC,sMRI,DL,91.02
ebramhimighahnavieh,shi,2017,338,AD/HC,sMRI,DL,91.95
ebramhimighahnavieh,aderghal,2017,815,AD/HC,sMRI,DL,91.41
ebramhimighahnavieh,collazos,2017,694,AD/HC,sMRI,DL,93.2
ebramhimighahnavieh,ortiz,2017,80,AD/HC,sMRI,DL,85.0
ebramhimighahnavieh,cheng,2017,428,AD/HC,sMRI,DL,87.15
ebramhimighahnavieh,liu,2018,397,AD/HC,sMRI/PET,DL,93.26
ebramhimighahnavieh,karasawa,2018,1728,AD/HC,sMRI,DL,94.0
ebramhimighahnavieh,senanayake,2018,515,AD/HC,Multimodal,DL,79.0
ebramhimighahnavieh,liu,2018,856,AD/HC,sMRI,DL,90.56
ebramhimighahnavieh,liu,2018,821,AD/HC,sMRI,DL,91.09
ebramhimighahnavieh,gao,2018,415,AD/HC,sMRI,DL,89.5
ebramhimighahnavieh,aderghal,2018,815,AD/HC,MRI/DTI,DL,92.5
ebramhimighahnavieh,vu,2018,615,AD/HC,sMRI/PET,DL,98.8
ebramhimighahnavieh,backstrom,2018,340,AD/HC,sMRI,DL,98.37
ebramhimighahnavieh,cui,2018,428,AD/HC,sMRI,DL,89.69
ebramhimighahnavieh,shi,2018,202,AD/HC,sMRI/PET,DL,97.13
ebramhimighahnavieh,lu,2018,1051,AD/HC,PET,DL,93.58
ebramhimighahnavieh,choi,2018,492,AD/HC,PET,DL,96.0
ebramhimighahnavieh,wang,2018,196,AD/HC,sMRI,DL,97.65
ebramhimighahnavieh,liu,2018,339,AD/HC,PET,DL,91.2
ebramhimighahnavieh,lu,2018,2402,AD/HC,sMRI/PET,DL,84.6
ebramhimighahnavieh,wegmayr,2018,1790,AD/HC,sMRI,DL,75.0
ebramhimighahnavieh,punjabi,2018,723,AD/HC,sMRI/PET,DL,94.0
ebramhimighahnavieh,taqi,2018,500,AD/HC,sMRI,DL,100.0
ebramhimighahnavieh,chen,2018,764,AD/HC,sMRI,DL,93.9
ebramhimighahnavieh,kim,2018,202,AD/HC,Multimodal,DL,97.12
ebramhimighahnavieh,yang,2018,103,AD/HC,sMRI,DL,79.4
ebramhimighahnavieh,li,2018,831,AD/HC,sMRI,DL,89.5
ebramhimighahnavieh,khvostikov,2018,531,AD/HC,sMRI/DTI,DL,93.3
ebramhimighahnavieh,tang,2018,321,AD/HC,sMRI,DL,96.81
ebramhimighahnavieh,wegmayr,2018,2464,AD/HC,sMRI,DL,86.0
ebramhimighahnavieh,cui,2018,231,AD/HC,sMRI,DL,86.98
ebramhimighahnavieh,spasov,2018,376,AD/HC,Multimodal,DL,99.0
ebramhimighahnavieh,islam,2018,1726,AD/HC,sMRI,DL,94.97
ebramhimighahnavieh,rieke,2018,969,AD/HC,sMRI,DL,77.0
ebramhimighahnavieh,lian,2018,1457,AD/HC,sMRI,DL,90.0
ebramhimighahnavieh,qiao,2018,68,AD/HC,fMRI,DL,95.59
ebramhimighahnavieh,basaia,2019,1638,AD/HC,sMRI,DL,98.2
ebramhimighahnavieh,jain,2019,150,AD/HC,sMRI,DL,99.14
ebramhimighahnavieh,spasov,2019,785,AD/HC,Multimodal,DL,100.0
ebramhimighahnavieh,wamg,2019,833,AD/HC,sMRI,DL,98.83
