y,yhat
24.0,33.477278999999996
27.0,32.7109504
23.0,33.130085
26.0,37.461104
30.0,27.1431198
29.0,29.2727733
29.0,35.4270053
29.0,32.7076232
23.0,30.2400913
30.0,30.8615479
22.0,26.8863716
35.0,33.530428
25.0,29.746977
24.0,29.2205973
10.0,9.0300923
11.0,8.2382367
13.0,16.6698675
7.0,18.400755
16.0,20.8752947
33.0,40.2028804
32.0,44.3063135
26.0,24.4269825
23.0,30.2430277
32.0,25.1962795
21.0,23.645632
28.0,52.285016999999996
32.0,25.29559
32.0,29.8623521
48.0,34.629534
46.0,26.959486
46.0,36.281105
44.2,36.937307000000004
39.3,36.01647859
42.5,40.9625681
19.7,23.05544114
20.0,24.828417299999998
20.8,25.175469200000002
27.9,36.4816656
21.1,25.909004610000004
20.9,21.924156954799997
23.6,24.956080692
23.9,31.34441827
22.0,25.4533362
17.0,22.336206
23.3,29.81804489
34.1,36.74065542
44.1,37.8300354
56.2,45.1643026
18.7,25.58105821
29.2,34.9882226
20.0,28.770274
26.0,33.3247504
27.0,36.048823999999996
27.0,32.563448
27.0,26.7336502
36.0,39.5073967
37.0,50.677344
38.0,52.019224
39.0,42.9612744
39.0,44.0120416
41.0,41.09613708
34.0,51.552963
37.0,43.0949464
36.0,43.149839
42.0,44.335195999999996
19.0,43.471634
20.0,20.5700336
19.0,29.596238
23.0,27.1733136
22.0,34.255621
20.0,37.634138
27.0,33.4118986
19.0,27.218829
26.0,41.198077
30.0,48.050976
28.0,47.851171
29.0,46.126083
20.0,51.012153999999995
24.0,43.871473
26.0,52.76232
22.0,43.732573
19.0,27.706487
12.00547945,10.173419770286415
12.74246575,18.95098987442355
12.43835616,10.786544621677855
9.887671233,13.529582871356418
12.26575342,10.77829469401225
9.545205479,9.616110538874647
11.76164384,12.900215008826928
13.65205479,15.55447959579953
13.21643836,14.827673882170185
13.30684932,9.911256824634151
10.50136986,8.575044094013998
13.24931507,16.277361793821814
10.43561644,8.613705596697672
10.80547945,9.021818945091384
9.394520548,11.011691117973456
12.06849315,18.87434363083022
12.70136986,13.248081571213865
8.139726027,9.410018553850177
11.95342466,16.007111800029772
9.21369863,7.3350046343859105
9.55890411,7.33620657985872
9.189041096,9.288108181808004
9.032876712,9.66740931430069
8.871232877,11.982568704947484
11.01917808,9.558121294783216
13.01369863,12.28037782999746
8.745205479,7.864084863443001
10.68767123,12.676885452221228
8.873972603,12.639290958618208
12.51232877,13.546287439730422
10.6630137,11.150109643317442
10.87123288,11.068391190113513
8.969863014,7.793840334544346
11.46849315,12.297682701125849
13.79726027,20.00327778234749
10.24109589,11.752902250278009
9.273972603,14.728867124917489
8.506849315,12.002774250615573
8.063013699,9.762002546396845
11.72876712,11.141385873571547
8.854794521,9.660813165382415
10.42739726,10.022642660827007
8.320547945,8.957822078151652
10.11232877,9.481078342107176
8.997260274,9.82551475495858
10.95342466,13.094761743802671
8.821917808,8.792602997591514
8.912328767,10.743534794670829
8.375342466,9.93095991345075
11.75890411,17.826649953290033
8.723287671,7.692054052372937
8.408219178,11.613183107862717
8.39,13.798421087000001
8.74,10.791267968
10.49,16.646686633
9.9,11.226484718
11.0,14.9820943
11.0,8.2375007
11.2,10.654696099999999
9.7,10.6736939776
15.3,16.690441888000002
8.7,10.85021858
11.3,11.559139001
11.3,12.079807312
17.6,16.323267880000003
10.9,9.785907980000001
8.1,10.46554883
12.3,16.80927502
16.2,18.8032808
14.0,18.216224699999998
17.6,25.001045400000002
15.0,19.814438
14.4,19.24231768
17.7,20.50388496
17.6,16.5597037
11.2,10.071851299999999
13.0,10.626975999999999
13.0,15.4999843
17.1,17.985264283000003
16.2,21.7185186
48.0,42.8616643
64.0,66.6095831
41.0,37.8215404
51.0,45.298913999999996
62.0,52.402492
46.0,43.5167756
43.0,40.0488846
40.0,39.1173471
46.0,35.184771
60.0,62.8081603
20.0,23.5608835
54.0,47.389056
21.0,24.131536699999998
22.0,23.1399541
56.0,44.2546625
21.0,23.1364048
49.0,42.785837
19.0,18.234877
48.0,40.5503993
55.0,44.393932
25.0,25.07057926
47.0,42.583496
18.0,22.331239
19.0,21.8469033
43.0,37.247649
18.0,20.4745126
18.0,19.5551245
13.83333333,15.303335230019693
16.5,16.66900831
21.25,21.3830351475
21.66666667,22.26674616995109
24.08333333,30.88324936337309
23.16666667,29.043286753301086
23.91666667,29.294039536640554
22.66666667,29.59825367001914
25.08333333,23.827869113300373
19.58333333,22.00738244664044
22.25,25.1062757
30.66666667,38.36916693668878
28.08333333,27.25592379248039
25.66666667,28.181188470050117
27.75,29.568295725
29.5,35.94238765
27.83333333,28.70229957168324
29.0,33.544943
29.41666667,27.764499861638335
26.41666667,25.255253653332154
27.41666667,27.16435412244644
20.16666667,25.21633910328154
19.25,21.39423055
19.25,29.62091325
12.0,13.3614308
12.5,16.4214958
15.25,25.050009250000002
15.5,19.9960666
14.25,15.1924800725
13.5,17.17645685
15.0,18.8588881
13.0,18.8012643
10.25,13.816626375
19.75,27.998947549999997
20.0,23.2330282
17.5,21.0495376
18.75,24.088281575
16.0,21.531761
13.5,21.79566815
19.5,25.3644612
11.0,10.2833145
18.75,20.1707250225
19.0,24.545659999999998
13.5,14.35233914
6.664,7.09008290512
5.9,8.43528773
7.958,11.0354058542
9.231,11.2974248499
5.907,7.34970662296
8.164,9.2650386142
8.887,9.257878768180001
7.604,8.638626659876
10.862,13.4085744948
10.541,11.224863283760001
9.033,9.00187481101
6.363,9.83098676
9.529,12.8013256645
7.24,5.500044408000001
11.32,10.305265872
10.68,10.742193648799999
8.15,10.973548185
23.81,31.189898089
11.34,13.187258602
8.57,8.2837240014
9.0,10.848539
11.2,16.51105534
9.54,8.499676286
11.09,11.7782599214
12.47,13.7294314164
12.9,16.30812155
9.19,7.414264215999999
9.48,11.703414388
5.887,7.3978243509
7.109,7.155697578348
11.76712329,16.650660065353
9.243835616,9.202876870670357
10.44383562,11.833399460618178
9.665753425,16.028658192673145
10.55068493,13.325504104271118
11.02739726,14.376931123013021
9.734246575,14.010195439929142
10.78082192,13.907081366518895
11.66849315,15.953684797950775
8.556164384,13.426065762087921
10.60273973,12.404849538149938
9.578082192,12.581450293644627
9.621917808,13.31185496580687
9.120547945,13.861870610750977
11.84383562,15.272006458928868
9.057534247,13.133196151109175
8.024657534,7.2895341603059975
9.750684932,18.480286533643692
9.789041096,13.428093336274815
8.619178082,13.588165514874817
10.12328767,9.015880146725713
10.96712329,14.268219438424786
10.09041096,15.2509371654624
10.08767123,12.33659072178075
8.983561644,15.915142501536629
9.619178082,12.847305543367126
9.471232877,11.409576286156227
12.8739726,19.506253875923278
9.391780822,12.432748306932066
11.09041096,14.558592415894568
9.021917808,12.361314342793259
10.68767123,11.164394766221992
12.89863014,13.243254608506337
11.09589041,9.96128028122972
10.08767123,10.832130153450576
11.72876712,16.295004105773536
11.66027397,14.886593668064046
10.72876712,13.67769531731732
9.117808219,12.289616797628874
10.80547945,13.656024279103605
8.115068493,9.061262238354617
9.64109589,11.90015251602459
11.14794521,12.711467592751413
12.36164384,11.18646286735552
10.82465753,14.540405413641265
8.906849315,12.408931528697783
8.331506849,10.958575592833565
10.29589041,12.470400748091793
9.745205479,14.91870444830858
8.920547945,9.881346229686418
11.02739726,13.19800136958698
12.66027397,19.17865741304314
9.375342466,13.052066149836756
12.35342466,14.548332472849989
10.63013699,13.720682357041994
11.24383562,11.817450578572515
9.734246575,11.168928122392607
9.405479452,11.211736834738797
9.819178082,10.397356353066481
9.295890411,9.643748966479707
11.85205479,15.662281428609395
11.72876712,13.15676621981038
12.76438356,15.709233678923077
10.4,11.5037616784
11.44657534,10.886867003271938
10.37260274,12.67139215780631
9.309589041,10.967582848396848
10.44383562,11.624973466583285
11.44383562,12.29496454887865
8.82739726,14.775508827396038
12.36986301,13.591710966328266
9.819178082,12.811283198163185
8.942465753,9.338381414016727
12.16438356,12.602624434546616
9.301369863,10.697111650123084
12.30410959,11.60819175354989
9.936986301,11.945896605657168
11.75890411,13.17864362657915
9.652054795,11.054176627225138
11.02465753,12.234038970523894
10.29041096,13.673971156691529
11.95068493,13.901294032451041
12.16438356,13.278573209334345
10.60821918,10.75926911656117
10.35342466,10.57064816999638
10.01917808,11.618076101125729
10.54246575,15.47849045771795
10.30410959,10.751847629436796
8.068493151,10.02520306880927
8.594520548,9.934259264930843
10.59726027,10.616333990972953
8.178082192,9.36567298788816
9.268493151,12.568843530726348
11.29863014,13.966151673179915
9.435616438,8.478416211973872
10.67671233,11.365405187466964
8.471232877,11.478769589056437
10.19726027,12.69996302679039
9.232876712,11.510521533912044
11.21643836,12.887169263307747
8.821917808,14.906474712111773
9.808219178,12.843089161561425
9.742465753,11.841828663949011
11.76438356,12.43290849375949
10.41369863,13.965287044249436
11.0739726,12.99744230765004
8.854794521,12.131643773606163
12.65753425,14.623674940381925
11.02465753,15.786246779879505
8.64109589,10.234275395204069
11.16986301,14.712299101211094
12.66575342,13.797131643214893
10.78082192,11.871785855170074
11.15890411,9.251923627536643
10.15616438,11.946782366888417
11.01643836,11.353233650754195
8.783561644,10.889431086191406
11.3369863,16.27059962631121
9.282191781,10.043016322425311
11.8109589,12.439972762164615
9.61369863,9.776154796189868
10.01369863,10.443786887536932
9.684931507,10.67236467974156
9.167123288,15.871595704441416
9.564383562,13.940966351047816
9.136986301,10.61646791469115
11.04109589,10.520635585886422
10.26849315,13.492628572199754
9.860273973,14.241704019581036
10.05479452,11.273828581099622
10.37260274,10.704156468217862
11.52876712,13.907676212559592
9.632876712,11.673061435007952
10.37260274,16.20475315232084
9.156164384,13.80354460482722
11.28493151,10.103034220970015
9.575342466,9.445148911756094
11.04931507,10.933987533398913
12.42739726,17.987446583290478
11.23013699,16.51304590506944
9.430136986,10.87137173259771
11.82191781,15.710183282613652
10.79726027,11.42426222429188
8.060273973,8.79012286225803
9.208219178,9.902511032135765
10.63013699,12.608221690805152
10.10958904,12.501786667419328
8.898630137,11.983403882205655
12.66027397,13.16080448114195
10.69589041,12.276936337956293
11.65753425,15.5070223787774
10.58630137,15.681317174928193
12.60547945,16.770820372744435
9.632876712,9.89393784816154
8.846575342,11.213265963093683
22.0,34.245263
23.0,35.436741
37.0,35.9807504
31.0,34.0603247
22.0,29.2533917
22.0,31.233773
22.0,32.396314000000004
21.0,32.052242
19.0,33.341331
21.0,31.507289
25.0,35.729144
20.0,34.525040000000004
34.0,36.9572883
20.0,28.779327000000002
26.0,32.36038
20.0,32.129936
25.0,33.60176
24.0,31.6697783
24.26,24.009160765
29.85,36.40773981
27.66,33.40708198
22.46,25.706755184000002
34.43,33.135375309
29.88,39.29502112
25.24,26.871025632
19.06,25.373457606
19.33,23.492764915
20.51,25.793887538
9.933,14.7397768461
23.14,33.1022753
42.76,42.322822527999996
10.15,20.007036300000003
46.43,40.873976108
19.08,25.411527007999997
26.03,22.480291346
19.85,21.921772275000002
21.79,22.543323815
17.56,23.453884236
22.52,33.10152868
33.53,28.53290402
9.897,17.210323977199998
10.87,30.04893714
10.87,34.82591702
35.58,35.6821498824
11.67,13.2695132572
8.17,8.23770411005
9.161,17.5455246774
41.62,41.884507117599995
8.068,10.780884368799999
46.6,43.29887392
10.6,20.6533296
42.0,42.15360656
9.083333333,6.624645249669632
9.270362765,9.63022611672771
9.0,8.69773084
8.583333333,7.3978646663374175
7.764544832,7.270206869417432
7.764544832,7.686729418450516
8.583333333,9.641492628002075
8.416666667,8.351076514331853
9.015742642,8.914886070344727
9.25,9.214328551
8.083333333,8.494031474669304
8.333333333,7.851895246337133
12.97,18.211390756
14.09,14.3686722332
13.86447639,16.61969869387126
11.50718686,12.59190304555784
8.837782,8.44162807584108
8.851472,9.3489880660272
8.898015,10.5880968404255
7.772758,9.10730987112592
9.935661,7.931263310092199
7.047228,8.93966656621
9.034908,8.39909162482128
10.119097,8.9795195308211
7.550992,8.26855236410352
7.126626,8.186258123811957
9.374401,8.0963920483096
8.380561,10.1221087722247
9.229295,9.784939874448101
8.375086,8.00814173311978
8.276523,10.296693308641
8.542094,10.8265372372288
6.685832,9.0244016421744
8.396988,6.900310137092401
7.989049,11.4642983026453
7.326489,7.9910512706987795
8.19165,7.289971434052499
8.1013,6.38256633843
8.15332,8.845046260032001
8.062971,8.026686978003134
6.329911,9.225835353438299
7.129363,6.922156283924729
6.395619,8.6052260238985
13.16666667,19.731898003325753
16.33333333,21.411975930162725
16.33333333,19.604439430129876
13.91666667,15.548379911688093
17.16666667,17.38436429329288
13.83333333,15.938610363280253
17.16666667,15.42134941996631
15.41666667,22.231888253352054
15.58333333,21.06323493001257
16.16666667,17.619074314975027
12.25,16.112474849999998
12.25,10.32443975
14.08333333,18.61379599668152
13.58333333,17.967368454980598
44.0,44.29619044
25.0,25.6445333
43.0,36.6116223
13.75,17.613568700000002
11.18,14.872816885999999
14.48,14.41961054992
7.29,8.895287295
12.1,13.30659333
7.55,6.955418093
12.54,14.103195331999999
13.42,14.7993038656
8.26,13.21290108
11.87,9.439491646999999
10.86,8.27103258
9.45,8.337886659999999
12.79,12.088762186699999
13.28,16.235553948
8.16,6.0682644240000005
12.49,14.57429509
9.75,11.7893714
16.31,23.20749544
15.28,20.32802468
17.83,14.776615028999998
17.7,17.950222004
14.2,17.54616402
17.89,25.486435003
15.91,19.687348594
14.19,13.035284732
13.9,16.72365162
13.3,10.70049805
16.93,23.990569672
10.52,8.598853607999999
15.95,18.24823782
8.03,7.509906130999999
15.27,20.744955
17.86,23.318441362
11.4,9.46547932
14.42,14.5669107572
17.96,22.372220508
14.66,12.383685646
14.87,14.017410866799999
17.3,20.122059290000003
15.21,20.067736172
15.21,23.155403526
14.38,20.0842996
9.96,9.727821944
16.88,21.894345452
16.55,18.097971555
16.08,24.670953159999996
7.74,9.882572426
14.79,23.59689386
14.91,20.831786721
16.73,21.927299705
9.35,7.90920809
17.09,23.868113583
14.18,22.219110055999998
16.28,24.674091832000002
16.13,19.769036771
14.06,16.804667388
7.19,8.586345498
9.53,12.740295630999999
11.66,15.031340536
12.36,12.32676452144
9.12,13.585388907999999
13.58,18.285561142
13.92,16.254973839999998
10.25,12.552571375
9.42,13.705874456
11.92,12.7400340748
14.83,18.341132494
13.5,13.3270944
19.3,29.3212963
12.44,18.867448103999997
11.33,17.67027235
10.5,11.7938269
9.92,11.612725932
9.67,15.954402738
8.58,9.2657921906
15.41,21.993936144
8.59,8.2240837615
10.76,14.563016531999999
8.0,8.1321237
9.83,12.889408689
12.58,18.106600854
11.92,15.874045343999999
15.21,22.642919120000002
8.67,9.2285462611
8.75,11.14487055
11.92,16.954963231999997
11.58,16.323091706
11.92,12.1131470596
10.33,9.8488995708
8.58,9.0354425876
9.64,11.889280444
14.59,18.428160271
11.17,10.9741511919
9.58,10.798041257
8.91,8.94305567012
20.08,22.860749463999998
12.87,18.279881740999997
10.11,12.000962117
10.16,9.150031224
10.46,12.959671206000001
10.49,9.106576818
10.57,10.301806573
10.76,11.0732298868
10.93,9.084312953
11.03,9.250116629999999
11.12,13.361919568
11.24,9.094690031999999
11.28,8.307419
11.41,12.3399239328
11.53,11.728830324199999
11.69,13.5016360715
11.7,15.483370339999999
11.71,12.642021944600002
11.75,10.8022065
12.12,11.418212056
12.23,16.226345948000002
12.35,16.67634075
12.41,17.730469427
12.47,14.147140590500001
12.51,14.967284842
12.65,20.242839575
12.71,9.880742963000001
12.88,8.874942872000002
12.91,17.385287485
13.03,14.951086988
13.11,12.216608633
13.44,18.207524048
13.53,17.660720267
13.65,19.185501424999998
13.68,13.230528368
13.87,17.183045604
13.94,11.525372096
13.97,20.993727383
14.15,15.314225274
14.24,19.348913132
14.57,13.7494988028
14.63,15.153856928700002
14.82,21.770833128
14.84,20.878793152
14.85,17.805391355
14.85,17.90015341
14.89,15.1231727733
14.99,13.634555754
15.15,20.506269675
15.56,16.2706272304
15.69,23.304037884
15.78,16.2410766622
15.88,18.140716376
15.91,19.705768824
15.92,15.9822389644
16.05,17.540142537
16.16,19.625949084
16.28,18.749940884
16.74,20.298021413999997
17.01,19.771093256
17.13,19.894987586
17.16,21.602233564000002
17.23,22.218034422000002
17.44,22.206830148
17.46,21.488098102000002
17.49,27.651165419999998
17.84,20.154632304
17.86,22.809133363999997
17.91,20.925257301000002
17.96,20.734307732
18.14,22.023067296
18.31,21.40506568
18.33,28.227143209999998
18.43,16.28094951
18.48,21.302063512
18.49,26.81282155
18.52,32.69947492
18.6,20.263401564000002
18.72,16.588499287999998
18.72,24.127620716
18.74,22.870820533999996
18.8,19.953999764000002
18.81,23.45974477
18.85,20.6783681705
18.86,26.304450562
18.9,20.85236334
18.9,25.881098299999998
18.93,20.4968824951
18.96,21.674703864
19.66,21.909027312
20.45,22.068647327
10.44,11.915682967999999
11.0,12.179726
10.6,12.333856804
12.58,18.981043648
9.0,8.55124983
10.33,15.634848458
9.67,11.806610761
8.02,7.2974504719999995
11.75,17.578826624999998
10.78,14.657014517999999
8.75,9.1590376425
7.68,8.468683434799999
9.39,12.242684480000001
11.24,11.77389866
10.84,13.582387528
11.75,19.690166474999998
10.08,14.23266332
10.09,12.173923132999999
8.91,11.748617764
12.99,16.862305591000002
8.75,8.9195094475
9.83,17.369414636
7.17,7.703127812
9.75,10.6264870025
13.58,13.790804853400001
8.91,7.295175328
10.33,12.744571647
13.17,10.397075701
8.45,7.502828639999999
8.67,9.3631276196
11.17,10.9961187708
11.43,12.7125257512
10.09,15.090284709999999
10.97,14.716441577000001
9.47,11.371200473
10.63,13.788320282
8.39,11.237788593000001
11.32,12.000047368
11.82,16.04837868
11.77,16.313294671
11.66,14.915243884
11.33,14.203680196
7.33,6.272598011
12.17,20.86470429
11.03,10.130884195
10.52,9.7712990488
16.55,26.11952315
11.73,10.03960141
15.53,23.74443909
15.42,19.43758898
8.5,9.910529675
8.52,9.2267826844
10.73,9.8714013202
13.18,15.569962042
7.26,12.19065964
9.62,12.809415834
12.1,11.911748271
9.92,12.41596634
11.67,14.415301689
9.33,7.781149975
9.23,10.0235371191
8.46,7.190398168000001
9.42,12.008504024
9.33,15.53157967
12.5,15.1788893
10.33,9.8423643942
9.17,9.1501339559
11.83,15.954391098
12.0,16.3760414
11.25,14.18701885
