X,y,simple,medium,complex,k1,k30,k100,approx
0.33333333333333337,0.025863971612213515,0.15729723694535092,0.10491994040881956,0.10446143489127854,0.025863971612213515,0.10857553293961493,0.3320616061550703,0.09718903982432711
0.3434343434343435,0.14054974330698838,0.1678890168974551,0.11252406708254763,0.12055743835082591,0.14054974330698838,0.10848173211521837,0.3320616061550703,0.10411068791513538
0.3535353535353536,0.20266071626335758,0.1784807968495593,0.12031492208617424,0.1331544792232399,0.20266071626335758,0.12089060286847737,0.3320616061550703,0.11136670344289809
0.36363636363636365,0.1336639319047823,0.1890725768016635,0.12829250541969928,0.14185368683027377,0.1336639319047823,0.12089060286847739,0.3320616061550703,0.1189590991948143
0.37373737373737376,0.044214961569121164,0.1996643567537677,0.1364568170831229,0.14686695037271746,0.044214961569121164,0.13052966848817116,0.3320616061550703,0.12688902849045225
0.38383838383838387,0.25159612572388457,0.2102561367058719,0.144807857076445,0.14897201911468794,0.25159612572388457,0.1425165615411503,0.3320616061550703,0.13515678518174923
0.393939393939394,0.08996718948101778,0.22084791665797615,0.15334562539966567,0.14938964610998529,0.08996718948101778,0.1425165615411503,0.3320616061550703,0.1437618036530116
0.4040404040404041,0.23100180738590925,0.23143969661008035,0.16207012205278476,0.149600883977884,0.23100180738590925,0.16670650986929586,0.3320616061550703,0.15270265882091474
0.4141414141414142,0.11829380017160405,0.24203147656218454,0.17098134703580242,0.15112997802867115,0.11829380017160405,0.1667065098692959,0.3320616061550703,0.1619770661345031
0.42424242424242425,0.1588198373931236,0.25262325651428874,0.18007930034871855,0.15532225045821418,0.1588198373931236,0.17602989206883937,0.3320616061550703,0.1715818815751903
0.43434343434343436,0.006454540484673421,0.26321503646639294,0.18936398199153315,0.16314665728518893,0.006454540484673421,0.18615802822102695,0.3320616061550703,0.18151310165675896
0.4444444444444445,0.11796732546950356,0.27380681641849713,0.19883539196424632,0.1750492948220463,0.11796732546950356,0.19218655998027606,0.3320616061550703,0.19176586342536078
0.4545454545454546,0.3689189926920007,0.2843985963706014,0.20849353026685802,0.19087762554684112,0.3689189926920007,0.22029839483192923,0.3320616061550703,0.20233444445951654
0.4646464646464647,0.14331783212943933,0.2949903763227056,0.21833839689936818,0.2098862727118821,0.14331783212943933,0.2202983948319292,0.3320616061550703,0.21321226287011608
0.4747474747474748,0.3243837993110561,0.3055821562748098,0.22836999186177687,0.23082506790264984,0.3243837993110561,0.22878186335280298,0.3320616061550703,0.22439187730041832
0.48484848484848486,0.3307726140010229,0.316173936226914,0.23858831515408402,0.2520995675325046,0.3307726140010229,0.22878186335280298,0.3320616061550703,0.23586498692605118
0.494949494949495,0.2298207539339081,0.3267657161790181,0.2489933667762897,0.27198507534461674,0.2298207539339081,0.2430056400170787,0.3320616061550703,0.24762243145501184
0.5050505050505051,0.34452268016040644,0.33735749613112237,0.25958514672839395,0.288867795228491,0.34452268016040644,0.25415725350342383,0.33206160615507024,0.2596541911276664
0.5151515151515152,0.28189751394485413,0.3479492760832266,0.27036365501039666,0.3014826750136308,0.28189751394485413,0.27365009247837524,0.3320616061550703,0.2719493867167502
0.5252525252525253,0.19220669568333185,0.35854105603533076,0.2813288916222979,0.30911662456082517,0.19220669568333185,0.2933259519950928,0.3320616061550703,0.2844962795273671
0.5353535353535354,0.24804510365363924,0.369132835987435,0.29248085656409756,0.311748853858548,0.24804510365363924,0.29332595199509276,0.3320616061550703,0.29728227139699076
0.5454545454545455,0.2607893350590473,0.37972461593953927,0.3038195498357958,0.31010659345325375,0.2607893350590473,0.3196838609640284,0.3320616061550703,0.3102939046954637
0.5555555555555556,0.3904823589016668,0.3903163958916434,0.31534497143739254,0.3056239828153999,0.3904823589016668,0.31968386096402845,0.3320616061550703,0.32351686232499716
0.5656565656565657,0.30935192142194595,0.40090817584374766,0.32705712136888776,0.3003029621276729,0.30935192142194595,0.34347083187381006,0.33206160615507024,0.3369359677201719
0.5757575757575758,0.3574361114897872,0.4114999557958518,0.33895599963028156,0.29648799380105767,0.3574361114897872,0.36166589810248145,0.3320616061550703,0.35053518484793755
0.5858585858585859,0.21636612393686191,0.42209173574795594,0.35104160622157377,0.29657707129216165,0.21636612393686191,0.36166589810248145,0.3320616061550703,0.36429761820761253
0.595959595959596,0.39960064393156214,0.4326835157000603,0.3633139411427645,0.30270212826383086,0.39960064393156214,0.397142509584393,0.3320616061550703,0.37820551283088505
0.6060606060606061,0.3849985254521107,0.44327529565216445,0.3757730043938538,0.3164176059248226,0.3849985254521107,0.397142509584393,0.33206160615507024,0.39224025428181175
0.6161616161616162,0.14940485911956405,0.4538670756042687,0.3884187959748416,0.3384390021108535,0.14940485911956405,0.41640145919328236,0.3320616061550703,0.4063823686568186
0.6262626262626263,0.41008608499570465,0.46445885555637284,0.40125131588572777,0.36846901689871064,0.41008608499570465,0.4201411259407133,0.33206160615507024,0.42061152258470036
0.6363636363636365,0.45257727154048494,0.4750506355084771,0.4142705641265127,0.40514328334346356,0.45257727154048494,0.42285542158399675,0.3320616061550703,0.43490652322662154
0.6464646464646465,0.47509814789734206,0.48564241546058123,0.42747654069719593,0.44611305543500723,0.47509814789734206,0.4327149970037728,0.3320616061550703,0.4492453182761149
0.6565656565656566,0.5930969108003652,0.4962341954126855,0.4408692455977776,0.48826747283338356,0.5930969108003652,0.4327149970037728,0.3320616061550703,0.4636049959590827
0.6666666666666667,0.3280129066163165,0.5068259753647897,0.45444867882825807,0.5280801126583478,0.3280129066163165,0.4474849570687188,0.3320616061550703,0.47796178503379666
0.6767676767676768,0.6344907470706481,0.5174177553168939,0.46821484038863687,0.5620449946209498,0.6344907470706481,0.4609539133974008,0.3320616061550703,0.49229105479089663
0.686868686868687,0.6144799056027462,0.5280095352689982,0.4821677302789143,0.5871533350437936,0.6144799056027462,0.49354207909080944,0.3320616061550703,0.5065673150533924
0.696969696969697,0.5178206786702284,0.5386013152211022,0.49630734849909003,0.6013480015892413,0.5178206786702284,0.49354207909080944,0.3320616061550703,0.520764216176662
0.7070707070707072,0.5581205739151207,0.5491930951732065,0.5106336950491646,0.6038920859317515,0.5581205739151207,0.5246614972092128,0.3320616061550703,0.5348545490484535
0.7171717171717172,0.5047841609358423,0.5597848751253107,0.5251467699291373,0.5955870874090918,0.5047841609358423,0.524661497209213,0.3320616061550703,0.5488102450888833
0.7272727272727273,0.7046718242532644,0.570376655077415,0.5398465731390086,0.5787902732349088,0.7046718242532644,0.5393341511192852,0.3320616061550703,0.5626023762504371
0.7373737373737375,0.7181428014658428,0.5809684350295192,0.5547331046787786,0.557210731528496,0.7181428014658428,0.5750749960381344,0.3320616061550703,0.5762011550179698
0.7474747474747475,0.47057740894567973,0.5915602149816233,0.5698063645484469,0.5354762434535033,0.47057740894567973,0.5750749960381345,0.3320616061550703,0.5895759344087054
0.7575757575757577,0.5450336263301911,0.6021519949337275,0.5850663527480139,0.5185174095652855,0.5450336263301911,0.6046638629578179,0.3320616061550703,0.6026952079722362
0.7676767676767677,0.5449716867579314,0.6127437748858318,0.6005130692774792,0.5108323440319991,0.5449716867579314,0.6046638629578179,0.3320616061550703,0.615526609790525
0.7777777777777778,0.4365738017339844,0.6233355548379358,0.616146514136843,0.5157466908800536,0.4365738017339844,0.6255166414345182,0.33206160615507035,0.6280369144779024
0.787878787878788,0.41220148329952666,0.6339273347900403,0.6319666873261055,0.5347752164287373,0.41220148329952666,0.6406247425181966,0.33206160615507035,0.6401920371810688
0.797979797979798,0.5256080165271886,0.6445191147421443,0.6479735888452663,0.5672275229955531,0.5256080165271886,0.6565262461713589,0.33206160615507035,0.6519570335790932
0.8080808080808082,0.7876214821087846,0.6551108946942485,0.6641672186943257,0.610165718932746,0.7876214821087846,0.688751984276254,0.3320616061550703,0.6632960998834142
0.8181818181818182,0.6859662038053126,0.6657026746463528,0.6805475768732837,0.6587615982701223,0.6859662038053126,0.688751984276254,0.3320616061550703,0.6741725728378387
0.8282828282828284,0.5777701294970433,0.676294454598457,0.6971146633821401,0.7070925931699904,0.5777701294970433,0.719008082597247,0.33206160615507035,0.6845489297185436
0.8383838383838385,0.8401266406421881,0.6868862345505611,0.7138684782208949,0.7492469555548525,0.8401266406421881,0.719008082597247,0.3320616061550703,0.694386788334074
0.8484848484848485,0.7303172414052272,0.6974780145026653,0.7308090213895485,0.7806187038950163,0.7303172414052272,0.7321481192799209,0.3320616061550703,0.703646907025345
0.8585858585858587,0.8545369961075915,0.7080697944547696,0.7479362928881004,0.7990823246000782,0.8545369961075915,0.7434166595420052,0.3320616061550703,0.7122891846656397
0.8686868686868687,0.7495315387241153,0.7186615744068738,0.765250292716551,0.8057553950938258,0.7495315387241153,0.7434166595420051,0.3320616061550703,0.7202726606606111
0.8787878787878789,0.7779957698347526,0.7292533543589781,0.7827510208748999,0.8050504073187222,0.7779957698347526,0.7434166595420052,0.33206160615507024,0.7275555149482811
0.888888888888889,0.8680318131573734,0.7398451343110821,0.8004384773631472,0.8037939775474633,0.8680318131573734,0.7434166595420052,0.3320616061550703,0.7340950679990405
0.8989898989898991,0.8543811785018102,0.7504369142631864,0.8183126621812934,0.8093530331131152,0.8543811785018102,0.7434166595420052,0.33206160615507035,0.739847780815649
0.9090909090909092,0.8178839984723695,0.7610286942152906,0.8363735753293378,0.8271397711478683,0.8178839984723695,0.7434166595420052,0.3320616061550703,0.7447692549332358
0.9191919191919192,0.7749882134205717,0.7716204741673949,0.8546212168072806,0.858065086731748,0.7749882134205717,0.7434166595420052,0.3320616061550703,0.7488142324192993
0.9292929292929294,0.8633291175060542,0.7822122541194991,0.8730555866151223,0.8971182423366111,0.8633291175060542,0.7434166595420052,0.3320616061550703,0.751936595873706
0.9393939393939394,0.9296223811353558,0.7928040340716032,0.8916766847528622,0.9342280581024245,0.9296223811353558,0.7434166595420052,0.3320616061550703,0.7540893684286925
0.9494949494949496,1.1108138606579352,0.8033958140237074,0.9104845112205009,0.9584473728509526,1.1108138606579352,0.7434166595420052,0.33206160615507035,0.7552247137488645
0.9595959595959597,0.9241533411866293,0.8139875939758117,0.9294790660180379,0.9651112345676189,0.9241533411866293,0.7434166595420052,0.33206160615507035,0.7552939360311953
0.9696969696969697,0.8926084614170786,0.8245793739279159,0.9486603491454733,0.9625751136740546,0.8926084614170786,0.7434166595420051,0.3320616061550703,0.7542474800050294
0.9797979797979799,0.9775781418996649,0.8351711538800202,0.9680283606028075,0.9690581652956292,0.9775781418996649,0.7434166595420052,0.3320616061550703,0.7520349309320791
0.98989898989899,1.0086810060829625,0.8457629338321242,0.9875831003900399,0.9796180585173453,1.0086810060829625,0.7434166595420052,0.3320616061550703,0.7486050146064254
1.0,0.8558768865327631,0.8563547137842284,1.0073245685071708,0.8656411054118252,0.8558768865327631,0.7434166595420052,0.3320616061550703,0.7439055973545194
