age,female_ds002424,female_HBN,female_ABCD,female_QTAB,female_PING,female_ADHD200,female_PNC,female_ABIDE II,female_ds000119,female_ABIDE I,female_BRAINMINT,female_SLIM,female_QTIM,female_Beijing,female_AOMIC-PIOP2,female_ds000202,female_AOMIC-PIOP1,female_AOMIC-ID1000,female_CoRR,female_HCP,female_FCON1000,female_ds000171,female_TOP,female_SCZ-Z,female_NIMH,female_NKI-RS,female_MPI-LEMON,female_ds003592,female_ds004302,female_ds000222,female_SALD,female_IXI,female_DLBS,female_Cam-CAN,female_StrokeMRI,female_PPMI,female_UKBB,female_Tao-Wu,female_ds000245,female_OASIS3,female_Demgen,female_NEUROCON,female_MIRIAD,female_ds004392,female_AIBL,female_ANM,female_ADNI,male_ds002424,male_HBN,male_ABCD,male_QTAB,male_PING,male_ADHD200,male_PNC,male_ABIDE II,male_ds000119,male_ABIDE I,male_BRAINMINT,male_SLIM,male_QTIM,male_Beijing,male_AOMIC-PIOP2,male_ds000202,male_AOMIC-PIOP1,male_AOMIC-ID1000,male_CoRR,male_HCP,male_FCON1000,male_ds000171,male_TOP,male_SCZ-Z,male_NIMH,male_NKI-RS,male_MPI-LEMON,male_ds003592,male_ds004302,male_ds000222,male_SALD,male_IXI,male_DLBS,male_Cam-CAN,male_StrokeMRI,male_PPMI,male_UKBB,male_Tao-Wu,male_ds000245,male_OASIS3,male_Demgen,male_NEUROCON,male_MIRIAD,male_ds004392,male_AIBL,male_ANM,male_ADNI
10,0.0007970244420828905,0.012221041445270989,0.747874601487779,0.7640807651434643,0.7736450584484591,0.7824123273113709,0.7901168969181721,0.798087141339001,0.7991498405951116,0.8004782146652497,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8020722635494155,0.8071200850159405,0.8071200850159405,0.8071200850159405,0.8071200850159405,0.8071200850159405,0.8071200850159405,0.8071200850159405,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.8100425079702445,0.004516471838469713,0.02736450584484591,0.869287991498406,0.8849628055260361,0.8953241232731137,0.910201912858661,0.9187035069075452,0.9349096705632306,0.9351753453772582,0.9444739638682252,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9455366631243358,0.9497874601487779,0.9497874601487779,0.9500531349628055,0.9500531349628055,0.9500531349628055,0.9500531349628055,0.9500531349628055,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266,0.9521785334750266
11,0.001328374070138151,0.011689691817215728,0.3071200850159405,0.3273113708820404,0.33528161530286926,0.3435175345377258,0.3512221041445271,0.35520722635494156,0.35600425079702447,0.3573326248671626,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.35812964930924546,0.3618490967056323,0.3618490967056323,0.3618490967056323,0.3618490967056323,0.3618490967056323,0.3618490967056323,0.3618490967056323,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.3653028692879915,0.005579171094580234,0.02948990435706695,0.3568012752391073,0.3793836344314559,0.3897449521785335,0.41073326248671627,0.4165781083953241,0.43278427205100956,0.4338469713071201,0.4399574920297556,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.44155154091392135,0.4535069075451647,0.4535069075451647,0.4537725823591923,0.4537725823591923,0.4537725823591923,0.4537725823591923,0.4537725823591923,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002,0.4596174282678002
12,0.0,0.0037194473963868225,0.26195536663124336,0.27948990435706694,0.28533475026567484,0.2922422954303932,0.3007438894792774,0.3028692879914984,0.3036663124335813,0.30499468650371947,0.30844845908607865,0.30844845908607865,0.3212008501594049,0.3212008501594049,0.3212008501594049,0.3212008501594049,0.3212008501594049,0.3212008501594049,0.33209351753453775,0.33209351753453775,0.33209351753453775,0.33209351753453775,0.33209351753453775,0.33209351753453775,0.33209351753453775,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.3339532412327311,0.0,0.01461211477151966,0.33235919234856537,0.35255047821466523,0.3605207226354942,0.37114771519659934,0.38071200850159403,0.3937300743889479,0.39479277364505844,0.40090329436769395,0.4019659936238045,0.4019659936238045,0.412327311370882,0.412327311370882,0.412327311370882,0.412327311370882,0.412327311370882,0.412327311370882,0.4210945802337938,0.4210945802337938,0.4213602550478215,0.4213602550478215,0.4213602550478215,0.4213602550478215,0.4213602550478215,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636,0.4256110520722636
13,0.0,0.008767268862911796,0.03028692879914984,0.04649309245483528,0.05419766206163656,0.05765143464399575,0.06641870350690754,0.06880977683315621,0.07013815090329437,0.07120085015940489,0.077577045696068,0.077577045696068,0.077577045696068,0.077577045696068,0.077577045696068,0.077577045696068,0.077577045696068,0.077577045696068,0.0879383634431456,0.0879383634431456,0.08820403825717323,0.08820403825717323,0.08900106269925612,0.08900106269925612,0.08900106269925612,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.09165781083953241,0.0,0.010892667375132838,0.036663124335812966,0.05127523910733262,0.06269925611052073,0.077577045696068,0.08900106269925612,0.0959086078639745,0.0959086078639745,0.10015940488841658,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.10467587672688629,0.11158342189160468,0.11158342189160468,0.11211477151965994,0.11211477151965994,0.11317747077577045,0.11317747077577045,0.11317747077577045,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676,0.11583421891604676
14,0.0,0.006376195536663124,0.006376195536663124,0.015409139213602551,0.022316684378320937,0.02789585547290117,0.036928799149840597,0.03772582359192349,0.03799149840595112,0.040116896918172155,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.05446333687566419,0.05446333687566419,0.05446333687566419,0.05446333687566419,0.056588735387885225,0.057120085015940486,0.057120085015940486,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.06030818278427205,0.0,0.010892667375132838,0.010892667375132838,0.018862911795961744,0.02683315621679065,0.035600425079702444,0.04596174282678002,0.05047821466524974,0.05074388947927736,0.05472901168969182,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.05791710945802338,0.06588735387885228,0.06588735387885228,0.06668437832093517,0.06668437832093517,0.06827842720510095,0.06854410201912858,0.06854410201912858,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963,0.07066950053134963
15,0.0,0.005047821466524973,0.005047821466524973,0.009564293304994687,0.019925611052072262,0.023379383634431455,0.035334750265674814,0.035866099893730075,0.036131774707757705,0.036397449521785336,0.04782146652497343,0.04782146652497343,0.048618490967056324,0.048618490967056324,0.048618490967056324,0.048618490967056324,0.048618490967056324,0.048618490967056324,0.0563230605738576,0.0563230605738576,0.056854410201912856,0.056854410201912856,0.06083953241232731,0.06083953241232731,0.06083953241232731,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.06429330499468651,0.0,0.0071732199787460146,0.0071732199787460146,0.010095642933049946,0.018862911795961744,0.024707757704569608,0.03320935175345377,0.03746014877789586,0.03825717321997875,0.04171094580233794,0.0448990435706695,0.0448990435706695,0.04569606801275239,0.04569606801275239,0.04569606801275239,0.04569606801275239,0.04569606801275239,0.04569606801275239,0.05154091392136025,0.05154091392136025,0.052337938363443144,0.052337938363443144,0.05472901168969182,0.05499468650371945,0.05499468650371945,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442,0.06004250797024442
16,0.0,0.0071732199787460146,0.0071732199787460146,0.008235919234856535,0.014346439957492029,0.015940488841657812,0.028692879914984058,0.03002125398512221,0.03055260361317747,0.030818278427205102,0.04436769394261424,0.04436769394261424,0.06110520722635494,0.06110520722635494,0.06110520722635494,0.06110520722635494,0.06110520722635494,0.06110520722635494,0.06429330499468651,0.06429330499468651,0.06455897980871414,0.06455897980871414,0.070403825717322,0.07066950053134963,0.07066950053134963,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.07252922422954304,0.0,0.008235919234856535,0.008235919234856535,0.008235919234856535,0.016206163655685443,0.021253985122210415,0.032146652497343255,0.03427205100956429,0.03453772582359192,0.039054197662061634,0.04622741764080765,0.04622741764080765,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.061370882040382574,0.061370882040382574,0.062167906482465465,0.062167906482465465,0.06482465462274177,0.06562167906482465,0.06562167906482465,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147,0.06934112646121147
17,0.0,0.0037194473963868225,0.0037194473963868225,0.0037194473963868225,0.0077045696068012755,0.011424017003188097,0.023645058448459086,0.023910733262486716,0.02523910733262487,0.025504782146652496,0.04569606801275239,0.04596174282678002,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.04649309245483528,0.05047821466524974,0.05047821466524974,0.05047821466524974,0.05047821466524974,0.05499468650371945,0.05526036131774708,0.05526036131774708,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.057120085015940486,0.0,0.006110520722635494,0.006110520722635494,0.006110520722635494,0.01248671625929862,0.017800212539851222,0.026567481402763018,0.031615302869287994,0.032412327311370885,0.0334750265674814,0.04117959617428268,0.04171094580233794,0.04171094580233794,0.04197662061636557,0.04197662061636557,0.04197662061636557,0.04197662061636557,0.04197662061636557,0.04516471838469713,0.04516471838469713,0.04569606801275239,0.04569606801275239,0.049415515409139216,0.05021253985122211,0.05021253985122211,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144,0.052337938363443144
18,0.0,0.0010626992561105207,0.0010626992561105207,0.0010626992561105207,0.008767268862911796,0.012221041445270989,0.025770456960680126,0.026567481402763018,0.02736450584484591,0.02736450584484591,0.05021253985122211,0.05951115834218916,0.07173219978746015,0.07279489904357067,0.07359192348565356,0.07438894792773645,0.07492029755579172,0.07492029755579172,0.09059511158342189,0.09059511158342189,0.09564293304994687,0.09617428267800213,0.10334750265674814,0.1038788522848034,0.10414452709883103,0.10547290116896918,0.10547290116896918,0.10626992561105207,0.10626992561105207,0.10626992561105207,0.10626992561105207,0.10626992561105207,0.10626992561105207,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.10680127523910733,0.0,0.0021253985122210413,0.0021253985122210413,0.0021253985122210413,0.009298618490967057,0.013018065887353878,0.021519659936238045,0.02683315621679065,0.02763018065887354,0.0281615302869288,0.03427205100956429,0.03746014877789586,0.0475557917109458,0.048618490967056324,0.049415515409139216,0.049415515409139216,0.05074388947927736,0.05074388947927736,0.06349628055260362,0.06349628055260362,0.06774707757704569,0.06801275239107332,0.07465462274176408,0.07863974495217853,0.07863974495217853,0.0810308182784272,0.0810308182784272,0.08129649309245483,0.08129649309245483,0.08129649309245483,0.08129649309245483,0.08129649309245483,0.08129649309245483,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101,0.0818278427205101
19,0.0,0.0010626992561105207,0.0010626992561105207,0.0010626992561105207,0.011689691817215728,0.01248671625929862,0.022848034006376194,0.024442082890541977,0.024442082890541977,0.024707757704569608,0.04383634431455898,0.08900106269925612,0.09989373007438895,0.1038788522848034,0.10839532412327312,0.11052072263549416,0.1126461211477152,0.1126461211477152,0.14027630180658873,0.14027630180658873,0.1522316684378321,0.153028692879915,0.16232731137088205,0.1647183846971307,0.1647183846971307,0.16578108395324123,0.16578108395324123,0.16923485653560041,0.16923485653560041,0.16923485653560041,0.17029755579171094,0.17056323060573858,0.17056323060573858,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.17109458023379384,0.0,0.0021253985122210413,0.0021253985122210413,0.0021253985122210413,0.011424017003188097,0.013018065887353878,0.019128586609989374,0.026036131774707757,0.02709883103081828,0.0281615302869288,0.03427205100956429,0.06376195536663125,0.07385759829968119,0.07624867162592987,0.07784272051009564,0.07784272051009564,0.0810308182784272,0.08235919234856535,0.10945802337938364,0.10945802337938364,0.11636556854410202,0.11689691817215728,0.1267268862911796,0.13150903294367694,0.13150903294367694,0.13283740701381508,0.13283740701381508,0.13522848034006377,0.13549415515409138,0.13549415515409138,0.13549415515409138,0.13549415515409138,0.13549415515409138,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743,0.1362911795961743
20,0.0,0.0010626992561105207,0.0010626992561105207,0.0010626992561105207,0.011424017003188097,0.01381509032943677,0.018862911795961744,0.019128586609989374,0.020722635494155154,0.020988310308182784,0.0334750265674814,0.09218916046758767,0.1277895855472901,0.1346971307120085,0.14054197662061638,0.1461211477151966,0.14984059511158343,0.20403825717321997,0.24654622741764082,0.24654622741764082,0.2648777895855473,0.2648777895855473,0.27869287991498404,0.28055260361317746,0.28055260361317746,0.2832093517534538,0.2832093517534538,0.2871944739638682,0.28746014877789583,0.28746014877789583,0.288788522848034,0.28905419766206164,0.28931987247608926,0.28931987247608926,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.28985122210414455,0.0,0.0021253985122210413,0.0021253985122210413,0.0021253985122210413,0.011158342189160468,0.01248671625929862,0.016206163655685443,0.019925611052072262,0.020456960680127523,0.022582359192348564,0.02763018065887354,0.07359192348565356,0.08926673751328375,0.09272051009564293,0.09803400637619554,0.09803400637619554,0.10122210414452709,0.15595111583421892,0.18969181721572795,0.18969181721572795,0.20111583421891605,0.20111583421891605,0.21227417640807653,0.21705632306057385,0.2175876726886291,0.21891604675876727,0.21891604675876727,0.2218384697130712,0.22210414452709884,0.22210414452709884,0.2226354941551541,0.22369819341126462,0.22476089266737515,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802,0.22555791710945802
21,0.0,0.0005313496280552603,0.0005313496280552603,0.0005313496280552603,0.0007970244420828905,0.001328374070138151,0.0034537725823591925,0.003985122210414453,0.003985122210414453,0.004250797024442083,0.006110520722635494,0.030818278427205102,0.05924548352816153,0.0650903294367694,0.07066950053134963,0.07465462274176408,0.08023379383634431,0.14107332624867164,0.16339001062699257,0.16339001062699257,0.17826780021253985,0.1785334750265675,0.1883634431455898,0.1910201912858661,0.1936769394261424,0.1971307120085016,0.1971307120085016,0.20297555791710944,0.2032412327311371,0.20403825717321997,0.206163655685441,0.20696068012752392,0.20802337938363444,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.2085547290116897,0.0,0.0,0.0,0.0,0.0007970244420828905,0.0007970244420828905,0.0021253985122210413,0.005579171094580234,0.005844845908607864,0.007438894792773645,0.008501594048884165,0.03480340063761955,0.06030818278427205,0.06429330499468651,0.06907545164718384,0.06907545164718384,0.07252922422954304,0.12566418703506907,0.14558979808714134,0.14558979808714134,0.16153028692879914,0.16153028692879914,0.17667375132837407,0.18092454835281616,0.18145589798087142,0.18331562167906482,0.18331562167906482,0.1875664187035069,0.18783209351753455,0.18783209351753455,0.1891604675876727,0.18942614240170033,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795,0.18969181721572795
22,0.0,0.0,0.0,0.0,0.0,0.0,0.00026567481402763017,0.0010626992561105207,0.0018597236981934113,0.002922422954303932,0.0066418703506907545,0.01461211477151966,0.032678002125398516,0.036131774707757705,0.04357066950053135,0.04702444208289054,0.05419766206163656,0.11238044633368757,0.13868225292242295,0.1434643995749203,0.155154091392136,0.15541976620616366,0.16524973432518597,0.16923485653560041,0.17321997874601489,0.17561105207226355,0.1822529224229543,0.18544102019128586,0.18544102019128586,0.18623804463336877,0.18889479277364507,0.1902231668437832,0.19128586609989373,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.191817215727949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004250797024442083,0.004250797024442083,0.006907545164718385,0.007438894792773645,0.01753453772582359,0.02523910733262487,0.02922422954303932,0.03294367693942614,0.03294367693942614,0.03746014877789586,0.08262486716259299,0.1038788522848034,0.11291179596174283,0.121413390010627,0.12167906482465463,0.1362911795961743,0.14213602550478216,0.14426142401700318,0.14824654622741765,0.16259298618490967,0.16551540913921362,0.16578108395324123,0.16578108395324123,0.16737513283740701,0.16764080765143463,0.1681721572794899,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754,0.16843783209351754
23,0.0,0.0,0.0,0.0,0.0,0.00026567481402763017,0.00026567481402763017,0.0010626992561105207,0.0010626992561105207,0.0010626992561105207,0.002656748140276302,0.004782146652497344,0.020456960680127523,0.023645058448459086,0.028692879914984058,0.031615302869287994,0.03852284803400638,0.10281615302869287,0.12247608926673752,0.12964930924548354,0.14054197662061638,0.140807651434644,0.1532943676939426,0.15781083953241232,0.16339001062699257,0.16790648246546228,0.16790648246546228,0.17003188097768332,0.17029755579171094,0.17136025504782146,0.1777364505844846,0.1785334750265675,0.17933049946865037,0.17986184909670563,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.18012752391073325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001328374070138151,0.001328374070138151,0.002391073326248672,0.002922422954303932,0.004782146652497344,0.011158342189160468,0.013018065887353878,0.01700318809776833,0.01700318809776833,0.020988310308182784,0.07863974495217853,0.0924548352816153,0.10228480340063761,0.10972369819341127,0.10972369819341127,0.12699256110520724,0.13336875664187034,0.1339001062699256,0.13974495217853347,0.13974495217853347,0.14107332624867164,0.14107332624867164,0.14133900106269925,0.14399574920297556,0.14558979808714134,0.14665249734325186,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474,0.14744952178533474
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007970244420828905,0.0007970244420828905,0.0010626992561105207,0.002922422954303932,0.004782146652497344,0.02497343251859724,0.02736450584484591,0.03028692879914984,0.03134962805526036,0.03506907545164718,0.0871413390010627,0.09883103081827843,0.10255047821466524,0.10759829968119022,0.10812964930924548,0.12008501594048884,0.12300743889479278,0.12380446333687567,0.12566418703506907,0.12566418703506907,0.12725823591923485,0.12725823591923485,0.12805526036131776,0.13336875664187034,0.13549415515409138,0.1373538788522848,0.13868225292242295,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.1389479277364506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034537725823591925,0.0034537725823591925,0.003985122210414453,0.004782146652497344,0.0066418703506907545,0.020191285866099893,0.021519659936238045,0.02497343251859724,0.02497343251859724,0.02789585547290117,0.07518597236981935,0.08501594048884166,0.09351753453772582,0.09723698193411265,0.09723698193411265,0.10945802337938364,0.11609989373007439,0.11742826780021254,0.11875664187035069,0.11875664187035069,0.12008501594048884,0.12035069075451647,0.12035069075451647,0.12380446333687567,0.1259298618490967,0.12619553666312433,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796,0.1267268862911796
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026567481402763017,0.0005313496280552603,0.0007970244420828905,0.0018597236981934113,0.0018597236981934113,0.014346439957492029,0.01487778958554729,0.0167375132837407,0.019394261424017,0.020988310308182784,0.06721572794899043,0.07226354941551541,0.0783740701381509,0.08156216790648246,0.0818278427205101,0.09537725823591924,0.09936238044633369,0.10095642933049948,0.10255047821466524,0.10255047821466524,0.10334750265674814,0.10334750265674814,0.10334750265674814,0.10626992561105207,0.10786397449521785,0.10812964930924548,0.10945802337938364,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.10972369819341127,0.0,0.0,0.0,0.0,0.0,0.00026567481402763017,0.00026567481402763017,0.0034537725823591925,0.0037194473963868225,0.004516471838469713,0.004516471838469713,0.005844845908607864,0.01381509032943677,0.01461211477151966,0.01647183846971307,0.01647183846971307,0.01726886291179596,0.06030818278427205,0.07120085015940489,0.08342189160467588,0.0871413390010627,0.08740701381509033,0.09909670563230606,0.10281615302869287,0.1038788522848034,0.10573857598299681,0.10573857598299681,0.10680127523910733,0.1073326248671626,0.10786397449521785,0.11052072263549416,0.11238044633368757,0.11291179596174283,0.11344314558979808,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334,0.11397449521785334
